disc,model,h,n_test,n_days,qlike_Rstar,qlike_Ustar,rel_impr_pct_maximal,g_text_star,dm_q_clustered,p_q_clustered,cw_t,cw_p,boot_lo,boot_hi,rel_impr_pct_A2only_sameRows,g_text_A2only,text_adds_maximal,holm_p,text_adds_maximal_holm
long_form,B1_bow_ridge,5,7550,792,0.11744442357261445,0.11642237498554733,0.8702402004086593,0.08971840266364949,-2.4894682164675017,0.012997859276287192,7.4850352807935865,3.980719562917826e-14,-0.0016485967054154316,-0.00018057668377058922,1.7538407362108308,0.11115662435254205,True,0.5589079488803492,False
long_form,B1_bow_ridge,10,7167,766,0.0856353741087057,0.08520246627667212,0.5055245411598753,0.036611761712636526,-1.1633676149969525,0.24504311954776964,8.560063300601698,6.828027703038231e-18,-0.0005741533253921156,0.0002215432297871017,1.226132735036362,0.05012865743930613,False,1.0,False
long_form,B1_bow_ridge,20,7097,765,0.07305092570285074,0.07187662551733723,1.6075089729734726,0.10425029928935667,-2.53254152467433,0.011523027449721997,9.443150132333079,2.40281164317655e-21,-0.001563267140595312,-0.00019337068280659723,2.3924409997183202,0.0756153588975681,True,0.5070132077877679,False
long_form,B2_tfidf_ridge,5,7550,792,0.11744442357261445,0.115480606820063,1.6721243059592703,0.20990969852939378,-3.578977270382337,0.0003659580392444593,8.090976547001972,3.422553335865194e-16,-0.0032399582356000744,-0.001008428966639824,3.388957978886247,0.23927717302579768,True,0.02085960823693418,True
long_form,B2_tfidf_ridge,10,7167,766,0.0856353741087057,0.08396399109561017,1.9517436929438372,0.17176317215692477,-5.758058001261585,1.2320027560880085e-08,9.452033596028471,2.2035816442019605e-21,-0.003030862037348978,-0.0015281581436218266,3.63011634245507,0.16779639456631965,True,8.377618741398458e-07,True
long_form,B2_tfidf_ridge,20,7097,765,0.07305092570285074,0.07011949584836873,4.012857915594649,0.302251006751192,-5.24198341869174,2.0576649916327974e-07,10.572154011007703,3.124948795862318e-26,-0.004850349283848978,-0.002216425185821302,5.270194317971579,0.17814821268328654,True,1.3580588944776462e-05,True
long_form,B3_lm_linear,5,7550,792,0.11744442357261445,0.11770386001001883,-0.22090145237417086,0.576651667307435,-1.4896574156683038,0.13671294168504622,3.938110967033812,4.143234158076867e-05,-0.0022640121080301943,0.0003661522946727647,0.4030148028717848,0.6299267327833555,False,1.0,False
long_form,B3_lm_linear,10,7167,766,0.0856353741087057,0.085086750439718,0.640650752913478,0.5399508571090039,-3.034437804838625,0.0024914458016846116,7.196814173590919,3.3947141525696594e-13,-0.002474289337848892,-0.000603239467212542,1.615677247031277,0.5554702553909366,True,0.13453807329096903,False
long_form,B3_lm_linear,20,7097,765,0.07305092570285074,0.07164331401112867,1.9268909711669004,0.6092706897648019,-2.6424425427130447,0.008399541776809221,9.177131316432126,2.853194363268193e-20,-0.0022020396384007674,-0.0004169012735422258,3.260741643643174,0.5602815746921148,True,0.3863789217332242,False
long_form,B4_lm_features,5,7550,792,0.11744442357261445,0.11741716408255119,0.02321054438689578,0.07650947498236418,1.628283402949714,0.10386300392083363,4.046725655664954,2.6228681843855798e-05,-7.047858061575401e-06,0.0001779214175617098,0.12806693892273205,0.18019858611503273,False,1.0,False
