arm,l2_variant,rung,rung_desc,test_year,train_from,train_to,n_train,n_test,n_test_dates,alpha,mse_ref,mse_text,gain_pct,stat_type,stat,p,p_raw,beta_cik_mean,cik_train_coverage_test,frac_train_rows_singleton_cik,lag_primary_nw,lag_strict_overlap,dm_strict_overlap,p_strict_overlap,placebo_max_abs_dm,placebo_gate_pass,verdict
L0_prereg,-,L0,"published convention: TF-IDF + logvol.-12 control vs the RAW logvol.-12-only arm, naive obs t",1997,1996,1996,1408,2260,216,1.0,0.12972143266423475,0.12570653405429066,3.0950156250093777,naive obs t,1.912125909546034,0.05598641212798287,,,0.4323008849557522,0.9914772727272727,4,215,,,,,null
L0_prereg,-,L1,"baseline -> RECALIBRATED logvol.-12 (OLS intercept+slope, train-fit, frozen)",1997,1996,1996,1408,2260,216,1.0,0.12715767592003857,0.12570653405429066,1.141214523817216,naive obs t,0.8941877026785494,0.371316726766407,,,0.4323008849557522,0.9914772727272727,4,215,,,,,null
L0_prereg,incl,L2,reference += same-CIK training-period mean log volatility (zero-text term),1997,1996,1996,1408,2260,216,1.0,0.26374909094275073,0.12570653405429066,52.338590588137244,naive obs t,16.804146646955207,8.373677084423442e-60,,1.0001169414561975,0.4323008849557522,0.9914772727272727,4,215,,,7.337801822678105,False,text adds
L0_prereg,loo,L2,reference += same-CIK training-period mean log volatility (zero-text term),1997,1996,1996,1408,2260,216,1.0,0.14187607100130764,0.12570653405429066,11.396944412752976,naive obs t,6.888026606406002,7.307514982173982e-12,,0.30693584695994464,0.4323008849557522,0.9914772727272727,4,215,,,2.8743847803777576,False,text adds
L0_prereg,incl,L3,"inference clusters on FILING DATE (HAC + HLN), replacing naive obs-t",1997,1996,1996,1408,2260,216,1.0,0.26374909094275073,0.12570653405429066,52.338590588137244,date-clustered DM,-7.371800895948936,3.5842729377716066e-12,,1.0001169414561975,0.4323008849557522,0.9914772727272727,4,215,,,7.337801822678105,False,text adds
L0_prereg,loo,L3,"inference clusters on FILING DATE (HAC + HLN), replacing naive obs-t",1997,1996,1996,1408,2260,216,1.0,0.14187607100130764,0.12570653405429066,11.396944412752976,date-clustered DM,-2.502451320738215,0.013078268854434626,,0.30693584695994464,0.4323008849557522,0.9914772727272727,4,215,,,2.8743847803777576,False,text adds
L0_prereg,incl,L4,Holm within the pre-declared family = the L3 per-year p-values,1997,1996,1996,1408,2260,216,1.0,0.26374909094275073,0.12570653405429066,52.338590588137244,date-clustered DM + Holm,-7.371800895948936,2.5089910564401246e-11,3.5842729377716066e-12,1.0001169414561975,0.4323008849557522,0.9914772727272727,4,215,,,7.337801822678105,False,text adds
L0_prereg,loo,L4,Holm within the pre-declared family = the L3 per-year p-values,1997,1996,1996,1408,2260,216,1.0,0.14187607100130764,0.12570653405429066,11.396944412752976,date-clustered DM + Holm,-2.502451320738215,0.052313075417738504,0.013078268854434626,0.30693584695994464,0.4323008849557522,0.9914772727272727,4,215,,,2.8743847803777576,False,null
L0_prereg,incl,L5,conjunction: L1 AND L2 AND L4,1997,1996,1996,1408,2260,216,1.0,0.26374909094275073,0.12570653405429066,52.338590588137244,conjunction L1&L2&L4,-7.371800895948936,2.5089910564401246e-11,,1.0001169414561975,0.4323008849557522,0.9914772727272727,4,215,,,7.337801822678105,False,does not survive
L0_prereg,loo,L5,conjunction: L1 AND L2 AND L4,1997,1996,1996,1408,2260,216,1.0,0.14187607100130764,0.12570653405429066,11.396944412752976,conjunction L1&L2&L4,-2.502451320738215,0.052313075417738504,,0.30693584695994464,0.4323008849557522,0.9914772727272727,4,215,,,2.8743847803777576,False,does not survive
L0_prereg,-,L0,"published convention: TF-IDF + logvol.-12 control vs the RAW logvol.-12-only arm, naive obs t",1998,1996,1997,3668,2462,209,10.0,0.23747387132696945,0.21911146521542352,7.7323900978829725,naive obs t,12.235813947651764,1.8387630600218325e-33,,,0.6815597075548334,0.4642857142857143,4,208,,,,,text adds
L0_prereg,-,L1,"baseline -> RECALIBRATED logvol.-12 (OLS intercept+slope, train-fit, frozen)",1998,1996,1997,3668,2462,209,10.0,0.22979709078532765,0.21911146521542352,4.650026479180474,naive obs t,11.270234196340219,9.20638962201052e-29,,,0.6815597075548334,0.4642857142857143,4,208,,,,,text adds
L0_prereg,incl,L2,reference += same-CIK training-period mean log volatility (zero-text term),1998,1996,1997,3668,2462,209,10.0,0.3019250500904058,0.21911146521542352,27.4285240162038,naive obs t,11.238312341279073,1.2990585183516243e-28,,1.014034255503597,0.6815597075548334,0.4642857142857143,4,208,,,3.3177630445089004,False,text adds
L0_prereg,loo,L2,reference += same-CIK training-period mean log volatility (zero-text term),1998,1996,1997,3668,2462,209,10.0,0.22919287890099668,0.21911146521542352,4.398659213983687,naive obs t,8.97227748206029,5.621270372433734e-19,,0.12499173859327603,0.6815597075548334,0.4642857142857143,4,208,,,1.6359809331459838,True,text adds
L0_prereg,incl,L3,"inference clusters on FILING DATE (HAC + HLN), replacing naive obs-t",1998,1996,1997,3668,2462,209,10.0,0.3019250500904058,0.21911146521542352,27.4285240162038,date-clustered DM,-3.9642134898033845,0.00010123760236329633,,1.014034255503597,0.6815597075548334,0.4642857142857143,4,208,,,3.3177630445089004,False,text adds
L0_prereg,loo,L3,"inference clusters on FILING DATE (HAC + HLN), replacing naive obs-t",1998,1996,1997,3668,2462,209,10.0,0.22919287890099668,0.21911146521542352,4.398659213983687,date-clustered DM,-4.051891960261729,7.174051287574503e-05,,0.12499173859327603,0.6815597075548334,0.4642857142857143,4,208,,,1.6359809331459838,True,text adds
L0_prereg,incl,L4,Holm within the pre-declared family = the L3 per-year p-values,1998,1996,1997,3668,2462,209,10.0,0.3019250500904058,0.21911146521542352,27.4285240162038,date-clustered DM + Holm,-3.9642134898033845,0.00020247520472659267,0.00010123760236329633,1.014034255503597,0.6815597075548334,0.4642857142857143,4,208,,,3.3177630445089004,False,text adds
L0_prereg,loo,L4,Holm within the pre-declared family = the L3 per-year p-values,1998,1996,1997,3668,2462,209,10.0,0.22919287890099668,0.21911146521542352,4.398659213983687,date-clustered DM + Holm,-4.051891960261729,0.0005739241030059603,7.174051287574503e-05,0.12499173859327603,0.6815597075548334,0.4642857142857143,4,208,,,1.6359809331459838,True,text adds
