disc,model,h,n_test,n_seeds,seeds,n_days,qlike_Rstar,qlike_Ustar,rel_impr_pct_maximal,g_text_star,dm_q_clustered,p_q_clustered,boot_lo,boot_hi,rel_impr_pct_A2only_sameRows,holm_p,adds_raw,adds_holm,hurts_raw,hurts_holm,verdict,n_test_s26,rel_impr_pct_maximal_s26,dm_q_clustered_s26,p_q_clustered_s26,holm_p_s26,text_adds_maximal_s26,text_adds_maximal_holm_s26
long_form,B1_bow_ridge,5,7550,1,2026,792,0.11744442357261445,0.11642237498554733,0.8702402004086593,0.08971840266364949,-2.4894682164675017,0.012997859276287192,-0.0016485967054154316,-0.00018057668377058922,1.7538407362108308,0.5199143710514876,True,False,False,False,null,7550,0.8702402004086593,-2.4894682164675017,0.0129978592762871,0.5589079488803492,True,False
long_form,B1_bow_ridge,10,7167,1,2026,766,0.0856353741087057,0.08520246627667212,0.5055245411598753,0.036611761712636526,-1.1633676149969525,0.24504311954776964,-0.0005741533253921156,0.0002215432297871017,1.226132735036362,1.0,False,False,False,False,null,7167,0.5055245411598753,-1.1633676149969523,0.2450431195477696,1.0,False,False
long_form,B1_bow_ridge,20,7097,1,2026,765,0.07305092570285074,0.07187662551733723,1.6075089729734726,0.10425029928935667,-2.53254152467433,0.011523027449721997,-0.001563267140595312,-0.00019337068280659723,2.3924409997183202,0.48396715288832387,True,False,False,False,null,7097,1.6075089729734726,-2.53254152467433,0.0115230274497219,0.5070132077877679,True,False
long_form,B2_tfidf_ridge,5,7550,1,2026,792,0.11744442357261445,0.115480606820063,1.6721243059592703,0.20990969852939378,-3.578977270382337,0.0003659580392444593,-0.0032399582356000744,-0.001008428966639824,3.388957978886247,0.02122556627617864,True,True,False,False,text adds,7550,1.6721243059592703,-3.578977270382337,0.0003659580392444,0.0208596082369341,True,True
long_form,B2_tfidf_ridge,10,7167,1,2026,766,0.0856353741087057,0.08396399109561017,1.9517436929438372,0.17176317215692477,-5.758058001261585,1.2320027560880085e-08,-0.003030862037348978,-0.0015281581436218266,3.63011634245507,8.377618741398458e-07,True,True,False,False,text adds,7167,1.9517436929438372,-5.758058001261585,1.2320027560880084e-08,8.377618741398458e-07,True,True
long_form,B2_tfidf_ridge,20,7097,1,2026,765,0.07305092570285074,0.07011949584836873,4.012857915594649,0.302251006751192,-5.24198341869174,2.0576649916327974e-07,-0.004850349283848978,-0.002216425185821302,5.270194317971579,1.3786355443939742e-05,True,True,False,False,text adds,7097,4.012857915594649,-5.24198341869174,2.057664991632798e-07,1.3580588944776462e-05,True,True
long_form,B3_lm_linear,5,7550,1,2026,792,0.11744442357261445,0.11770386001001883,-0.22090145237417086,0.576651667307435,-1.4896574156683038,0.13671294168504622,-0.0022640121080301943,0.0003661522946727647,0.4030148028717848,1.0,False,False,False,False,null,7550,-0.2209014523741708,-1.4896574156683038,0.1367129416850462,1.0,False,False
long_form,B3_lm_linear,10,7167,1,2026,766,0.0856353741087057,0.085086750439718,0.640650752913478,0.5399508571090039,-3.034437804838625,0.0024914458016846116,-0.002474289337848892,-0.000603239467212542,1.615677247031277,0.12208084428254597,True,False,False,False,null,7167,0.640650752913478,-3.034437804838625,0.0024914458016846,0.134538073290969,True,False
long_form,B3_lm_linear,20,7097,1,2026,765,0.07305092570285074,0.07164331401112867,1.9268909711669004,0.6092706897648019,-2.6424425427130447,0.008399541776809221,-0.0022020396384007674,-0.0004169012735422258,3.260741643643174,0.3695798381796057,True,False,False,False,null,7097,1.9268909711669004,-2.6424425427130447,0.0083995417768092,0.3863789217332242,True,False
long_form,B4_lm_features,5,7550,1,2026,792,0.11744442357261445,0.11741716408255119,0.02321054438689578,0.07650947498236418,1.628283402949714,0.10386300392083363,-7.047858061575401e-06,0.0001779214175617098,0.12806693892273205,1.0,False,False,False,False,null,7550,0.0232105443868957,1.628283402949714,0.1038630039208336,1.0,False,False
