disc,model,h,n_seeds,pk_n_test,pk_n_test2,pk_n_days,pk_qlike_R,pk_mde,pk_placebo_dm,pk_genuine,pk_conj,pk_primary_rel,pk_primary_dm,pk_primary_p,pk_primary_holm,pk_primary_detect,pk_firm_rel,pk_firm_dm,pk_firm_p,pk_firm_holm,pk_firm_detect,pk_pool_rel,pk_pool_dm,pk_pool_p,pk_pool_holm,pk_pool_detect,gk_n_test,gk_n_test2,gk_n_days,gk_qlike_R,gk_mde,gk_placebo_dm,gk_genuine,gk_conj,gk_primary_rel,gk_primary_dm,gk_primary_p,gk_primary_holm,gk_primary_detect,gk_firm_rel,gk_firm_dm,gk_firm_p,gk_firm_holm,gk_firm_detect,gk_pool_rel,gk_pool_dm,gk_pool_p,gk_pool_holm,gk_pool_detect,old_n_test,old_qlike_R,old_rel,old_dm,old_holm,old_placebo_dm,old_genuine,old_primary_detect,old_firm_detect,old_pool_detect,old_conj,old_firm_rel,old_firm_dm,old_pool_rel,old_pool_dm,old_mde,pk_i03_har_detect,pk_i03_firm_detect,pk_i03_pool_detect,pk_i03_all3_detect,pk_i05_har_detect,pk_i05_firm_detect,pk_i05_pool_detect,pk_i05_all3_detect,pk_i10_har_detect,pk_i10_firm_detect,pk_i10_pool_detect,pk_i10_all3_detect,gk_i03_har_detect,gk_i03_firm_detect,gk_i03_pool_detect,gk_i03_all3_detect,gk_i05_har_detect,gk_i05_firm_detect,gk_i05_pool_detect,gk_i05_all3_detect,gk_i10_har_detect,gk_i10_firm_detect,gk_i10_pool_detect,gk_i10_all3_detect
event_driven,B1_bow_ridge,5,1,25109,23855,996,0.046004469074416375,0.8328851379939969,1.1258121313367337,True,False,1.4368888034661538,-3.323968616476735,0.0009198330375964177,0.03709288133921272,True,0.5436577961385969,-4.713382423572454,2.783095479583102e-06,0.0001502871558974875,True,0.7036928126202656,-2.5373098420729043,0.011322529732690963,0.38496601091149274,False,25109,23855,996,0.04114205305506818,0.7686159410341369,1.114196792783807,True,False,1.4927688561304662,-3.6516383229315292,0.0002741468597872597,0.012884902410001205,True,0.5240190598506348,-5.042643848436272,5.454084312530275e-07,3.054287215016954e-05,True,0.7017652616315653,-2.7868788000611224,0.005423098590328382,0.21692394361313527,False,25109,0.1265103053816432,1.331417884609428,-3.349359895275928,0.0252116271482366,0.5857072992244443,True,True,True,False,False,0.4614762928848334,-3.5003178750106065,0.3122559643525115,-0.8080254589143752,0.7951823375351177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
event_driven,B1_bow_ridge,10,1,25001,22785,991,0.037347469612037575,1.0014582867219117,0.02085882624330231,False,False,0.8288257383834114,-1.3913052259172969,0.16444545321025744,1.0,False,0.19495072503194147,-4.579596508511354,5.251819523982011e-06,0.0002730946152470646,True,0.04586402299673437,-0.2690727735956283,0.787929746580305,1.0,False,25001,22785,991,0.03369407706737839,1.0068468789168972,0.12944833290279073,False,False,0.8541455993285323,-1.2314138210604286,0.2184605654924765,1.0,False,0.1996699959017921,-4.702189852635963,2.9385389802070033e-06,0.00014986548799055717,True,0.031547885424283335,-0.06771330657171885,0.9460275292321162,1.0,False,25001,0.0882766693476687,1.228718774588584,-3.251877154995203,0.0331847847052435,0.0521468826955017,True,True,True,False,False,0.2503934385545798,-4.714815232314584,-0.1566523524011691,0.8062095219370352,0.8231055781428351,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
event_driven,B1_bow_ridge,20,1,24732,22318,981,0.03186751692045328,1.3274957113261483,0.8698938408612429,False,False,0.9486917203243572,-1.1876018859085775,0.23527805445012506,1.0,False,-0.4257295300920528,5.704413666067095,1.5453183003229205e-08,9.426441631969815e-07,False,-0.08656020910783582,0.3399640786913477,0.7339564293051819,1.0,False,24732,22318,981,0.02941934110839066,1.370351475961159,0.9799818627524933,False,False,0.9681598176205516,-1.0863811401023944,0.2775775419567698,1.0,False,-0.46647313746982083,6.012501190235049,2.5750808382622604e-09,1.5965501197226015e-07,False,-0.14330434757577662,0.5455115778928967,0.585525857077555,1.0,False,24732,0.0645388688828226,1.5311119888873268,-3.1035425378339445,0.0489014595477918,0.4536490840793202,True,True,False,False,False,-0.1929512232630929,5.504606871801213,-0.2666154547425453,0.9165284608971036,1.2221088864566452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B2_tfidf_ridge,5,1,25109,23855,996,0.046004469074416375,0.9510945650666757,0.9788151033008938,False,False,1.3516373853393826,-2.03534344251317,0.042080912649281405,1.0,False,0.5520649732088739,-3.8449240837236456,0.00012825006647497385,0.005258252725473928,True,0.6020831450647987,-1.1367738822822524,0.25590651995449876,1.0,False,25109,23855,996,0.04114205305506818,0.9701812706532756,0.8951957884149755,False,False,1.4392142050811356,-2.0035593093203543,0.04538805309290007,1.0,False,0.6115642079811546,-3.9103709295614113,9.840399768784934e-05,0.004034563905201823,True,0.6040844778501842,-1.0249810678910785,0.3056212404822852,1.0,False,25109,0.1265103053816432,1.2074814852932854,-2.7596725469958416,0.1237357240635149,0.3855199658783398,False,False,False,False,False,0.4435060552205759,-3.0628687169012365,0.1474650996193851,0.4915281209659707,0.7628337486013693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B2_tfidf_ridge,10,1,25001,22785,991,0.037347469612037575,1.1378436242809449,0.3989490916886916,False,False,1.113026891973264,-1.464183897792659,0.1434611601308414,1.0,False,0.14318008707840282,-4.152325040665896,3.574793812572092e-05,0.0015729092775317204,True,0.18956185090043037,-0.03444998396787901,0.9725252700871713,1.0,False,25001,22785,991,0.03369407706737839,1.1807361944613008,0.534424732309758,False,False,1.1161198861501465,-1.1982948803373579,0.23108901832679563,1.0,False,0.1872239159282804,-4.219720704169206,2.6706786676356962e-05,0.0012552189737887773,True,0.12994285010487747,0.2951640361142487,0.7679304621752733,1.0,False,25001,0.0882766693476687,1.3547084106734637,-2.9654021943241298,0.0680986959160178,0.3789265044485438,False,False,True,False,False,0.2812042843458857,-4.279509994508872,-0.0576037379135628,1.2196747326063002,0.868594127630703,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
event_driven,B2_tfidf_ridge,20,1,24732,22318,981,0.03186751692045328,1.5962508340719206,0.35609677163218956,False,False,1.2327876058400524,-1.0730189198952655,0.28352677338735355,1.0,False,-0.3273306368317491,4.838673598509781,1.5174981782601844e-06,8.346239980431014e-05,False,0.03212289932125265,0.7093879574095312,0.4782524931574801,1.0,False,24732,22318,981,0.02941934110839066,1.6642573727206873,0.4294080331932114,False,False,1.2494710010859151,-0.8333792875355696,0.4048339168117641,1.0,False,-0.33049440959457677,5.202379296431447,2.3957502220052115e-07,1.3655776265429705e-05,False,-0.03871410207644678,1.0196204133383522,0.3081601594059937,1.0,False,24732,0.0645388688828226,1.839723831694415,-3.10521136044431,0.0489014595477918,0.4224457335219306,True,True,False,False,False,-0.0451100564968601,5.0766716391830045,-0.1273948128971892,0.928855906268381,1.364808600406916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B3_lm_linear,5,1,25109,23855,996,0.046004469074416375,0.3409544952497348,-0.2218037289179021,False,False,0.42574111646139473,-1.8336456911766117,0.06700517179635812,1.0,False,0.2552711652233,-2.7445130442862293,0.006169157035002514,0.14189061180505783,False,0.3226337537030837,-1.4812911605949122,0.13884559652532621,1.0,False,25109,23855,996,0.04114205305506818,0.37234343269162695,0.035271785751369564,False,False,0.45221139579637326,-1.4760993959464441,0.14023359732743385,1.0,False,0.29509289496367896,-2.3735961772881464,0.017804869820712776,0.4629266153385322,False,0.346479015574876,-1.0593221686691954,0.28971016685315715,1.0,False,25109,0.1265103053816432,0.2476552098957819,-2.432552157084304,0.2730281789163482,0.0124067894178778,False,False,False,False,False,0.1104712123827451,-3.000336737869756,0.1607652035984077,-1.7723605939574307,0.2048918902429132,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
event_driven,B3_lm_linear,10,1,25001,22785,991,0.037347469612037575,0.6005271648904594,0.4342529652339901,False,False,0.23438735168841598,-0.5961293721027277,0.5512250738924722,1.0,False,0.1748935755294805,-1.3900386310411776,0.16482960080241793,1.0,False,0.11623161855924163,-0.09568452268293104,0.9237904978810769,1.0,False,25001,22785,991,0.03369407706737839,0.6681763985558036,0.3800611154400261,False,False,0.23090498316477376,-0.33211749647613875,0.7398708407406609,1.0,False,0.19618023497801754,-1.158102365499871,0.24710156729470076,1.0,False,0.09008983500275965,0.23983244645597107,0.810509799373229,1.0,False,25001,0.0882766693476687,0.2001155233282068,-1.2292901838320454,1.0,0.1629130330811448,False,False,False,False,False,0.1079528026898246,-1.9136186233308208,0.0873400993915986,-0.5133153866976421,0.3579025884326672,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
event_driven,B3_lm_linear,20,1,24732,22318,981,0.03186751692045328,0.9125279216289522,0.7863303316912631,False,False,0.19610421703754446,-0.24186316027892407,0.8089367968682525,1.0,False,0.1789576376411095,-1.1665155602464268,0.24368984791320983,1.0,False,-0.011359028294115892,0.4262890331030246,0.66999086386601,1.0,False,24732,22318,981,0.02941934110839066,1.0079660620731572,0.6544840300805539,False,False,0.11785756760958406,0.20875817374129263,0.834680405712229,1.0,False,0.1781719326853891,-0.7993707852848003,0.4242691457282322,1.0,False,-0.14305531823149242,1.0012484803670738,0.3169538474675509,1.0,False,24732,0.0645388688828226,0.2595112607503413,-1.1243340904426666,1.0,0.8379368210527648,False,False,False,False,False,0.1696191259451645,-2.1174258238559203,0.0940899972008299,-0.3424254993731628,0.5461921715486904,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B4_lm_features,5,1,25109,23855,996,0.046004469074416375,0.18997174128888847,-0.02607964723910472,False,False,0.3247873222313677,-2.85583359235774,0.0043816676606358,0.1489767004616172,False,0.37745478361494855,-3.463479338572064,0.0005559500574387092,0.017234451780599985,True,0.31991108195871687,-3.1503507546651637,0.0016794238232434341,0.07221522439946766,False,25109,23855,996,0.04114205305506818,0.18282055732097027,0.17132090557786808,True,True,0.3604694534746038,-3.6106244663920632,0.0003207009696282153,0.014752244602897903,True,0.4120715071795292,-4.018292176324178,6.30412910525797e-05,0.002710775515260927,True,0.36509501518398474,-3.9247461412001416,9.279354535267006e-05,0.004918057903691513,True,25109,0.1265103053816432,0.1842237215472996,-0.9938862558503346,1.0,0.4641330209604565,False,False,False,False,False,0.218061153708448,-1.55807790218455,0.1948934653110163,-1.298001897052862,0.1752810228925779,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True
