disc,model,h,basis,ref,seeds,valbest_member,n_test,n_days,qlike_R,qlike_U,rel_impr_pct,g_text,dm_q_clustered,p_q_clustered,p_holm,adds_raw,adds_holm,hurts_holm
long_form,B1_bow_ridge,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11642237498554733,0.8702402004086593,0.08971840266364949,-2.4894682164675017,0.012997859276287192,0.5589079488803492,True,False,False
long_form,B1_bow_ridge,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11484448783177892,0.92395012222847,0.06589512807829703,-3.288602676340279,0.0010513587638921848,0.04100299179179521,True,True,False
long_form,B1_bow_ridge,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.11877568725262456,1.7538407362108308,0.11115662435254205,-3.738451854983354,0.0001984982647793378,0.008336927120732187,True,True,False
long_form,B1_bow_ridge,5,ens,fitted_pool,2026,,7550,792,0.11744442357261445,0.11642237498554733,0.8702402004086593,0.08971840266364949,-2.4894682164675017,0.012997859276287192,0.5199143710514876,True,False,False
long_form,B1_bow_ridge,5,ens,eqw_pool,2026,,7550,792,0.1159154891353265,0.11484448783177892,0.92395012222847,0.06589512807829703,-3.288602676340279,0.0010513587638921848,0.044157068083471765,True,True,False
long_form,B1_bow_ridge,5,ens,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.11877568725262456,1.7538407362108308,0.11115662435254205,-3.738451854983354,0.0001984982647793378,0.006947439267276823,True,True,False
long_form,B1_bow_ridge,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.08520246627667212,0.5055245411598753,0.036611761712636526,-1.1633676149969525,0.24504311954776964,1.0,False,False,False
long_form,B1_bow_ridge,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.08222114007794981,-0.33267090006150624,-0.0150292663528576,2.247835395748811,0.02487076985577875,0.6715107861060263,False,False,False
long_form,B1_bow_ridge,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08536319363975345,1.3191144799178325,0.053264224612946234,-2.7480511092050657,0.0061362540623787955,0.17181511374660627,True,False,False
long_form,B1_bow_ridge,10,ens,fitted_pool,2026,,7167,766,0.0856353741087057,0.08520246627667212,0.5055245411598753,0.036611761712636526,-1.1633676149969525,0.24504311954776964,1.0,False,False,False
long_form,B1_bow_ridge,10,ens,eqw_pool,2026,,7167,766,0.08194852119490363,0.08222114007794981,-0.33267090006150624,-0.0150292663528576,2.247835395748811,0.02487076985577875,0.6715107861060263,False,False,False
long_form,B1_bow_ridge,10,ens,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08536319363975345,1.3191144799178325,0.053264224612946234,-2.7480511092050657,0.0061362540623787955,0.1349975893723335,True,False,False
long_form,B1_bow_ridge,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.07187662551733723,1.6075089729734726,0.10425029928935667,-2.53254152467433,0.011523027449721997,0.5070132077877679,True,False,False
long_form,B1_bow_ridge,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.0677658383464476,0.33361838961851903,0.01225506457848474,-4.650487137578834,3.901459246406245e-06,0.00021067879930593722,True,True,False
long_form,B1_bow_ridge,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06964556686428755,2.3910910845190285,0.07472135362250715,-5.678340799357424,1.932601297322074e-08,1.1402347654200236e-06,True,True,False
long_form,B1_bow_ridge,20,ens,fitted_pool,2026,,7097,765,0.07305092570285074,0.07187662551733723,1.6075089729734726,0.10425029928935667,-2.53254152467433,0.011523027449721997,0.48396715288832387,True,False,False
long_form,B1_bow_ridge,20,ens,eqw_pool,2026,,7097,765,0.06799267441187908,0.0677658383464476,0.33361838961851903,0.01225506457848474,-4.650487137578834,3.901459246406245e-06,0.000206777340059531,True,True,False
long_form,B1_bow_ridge,20,ens,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06964556686428755,2.3910910845190285,0.07472135362250715,-5.678340799357424,1.932601297322074e-08,1.0629307135271407e-06,True,True,False
long_form,B2_tfidf_ridge,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.115480606820063,1.6721243059592703,0.20990969852939378,-3.578977270382337,0.0003659580392444593,0.02085960823693418,True,True,False
long_form,B2_tfidf_ridge,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11395105907315439,1.694708858001465,0.1390369437907412,-4.737047020305175,2.5702710364560783e-06,0.00014136490700508432,True,True,False
long_form,B2_tfidf_ridge,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.11679889573535077,3.388957978886247,0.23927717302579768,-5.365269430450384,1.0623635120704915e-07,5.736762965180654e-06,True,True,False
long_form,B2_tfidf_ridge,5,ens,fitted_pool,2026,,7550,792,0.11744442357261445,0.115480606820063,1.6721243059592703,0.20990969852939378,-3.578977270382337,0.0003659580392444593,0.02122556627617864,True,True,False
long_form,B2_tfidf_ridge,5,ens,eqw_pool,2026,,7550,792,0.1159154891353265,0.11395105907315439,1.694708858001465,0.1390369437907412,-4.737047020305175,2.5702710364560783e-06,0.00014136490700508432,True,True,False
long_form,B2_tfidf_ridge,5,ens,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.11679889573535077,3.388957978886247,0.23927717302579768,-5.365269430450384,1.0623635120704915e-07,5.389472145760386e-06,True,True,False
long_form,B2_tfidf_ridge,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.08396399109561017,1.9517436929438372,0.17176317215692477,-5.758058001261585,1.2320027560880085e-08,8.377618741398458e-07,True,True,False
long_form,B2_tfidf_ridge,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.0814105551574045,0.6564682677063192,0.035174559186868896,-7.367707672542788,4.5050593262742873e-13,2.9733391553410296e-11,True,True,False
long_form,B2_tfidf_ridge,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08323369976437248,3.780835186139442,0.17430146055346438,-8.982407342513397,2.034379078287083e-18,1.342690191669475e-16,True,True,False
long_form,B2_tfidf_ridge,10,ens,fitted_pool,2026,,7167,766,0.0856353741087057,0.08396399109561017,1.9517436929438372,0.17176317215692477,-5.758058001261585,1.2320027560880085e-08,8.377618741398458e-07,True,True,False
long_form,B2_tfidf_ridge,10,ens,eqw_pool,2026,,7167,766,0.08194852119490363,0.0814105551574045,0.6564682677063192,0.035174559186868896,-7.367707672542788,4.5050593262742873e-13,3.0183897486037725e-11,True,True,False
long_form,B2_tfidf_ridge,10,ens,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08323369976437248,3.780835186139442,0.17430146055346438,-8.982407342513397,2.034379078287083e-18,1.3630339824523458e-16,True,True,False
long_form,B2_tfidf_ridge,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.07011949584836873,4.012857915594649,0.302251006751192,-5.24198341869174,2.0576649916327974e-07,1.3580588944776462e-05,True,True,False
long_form,B2_tfidf_ridge,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.06718639666735501,1.1858303140715933,0.04753243958085443,-7.58367417920231,9.762778221044077e-14,6.541061408099532e-12,True,True,False
long_form,B2_tfidf_ridge,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06757841330483748,5.288226000397474,0.17759220122400834,-9.597350832650042,1.1358362919906413e-20,7.72368678553636e-19,True,True,False
long_form,B2_tfidf_ridge,20,ens,fitted_pool,2026,,7097,765,0.07305092570285074,0.07011949584836873,4.012857915594649,0.302251006751192,-5.24198341869174,2.0576649916327974e-07,1.3786355443939742e-05,True,True,False
long_form,B2_tfidf_ridge,20,ens,eqw_pool,2026,,7097,765,0.06799267441187908,0.06718639666735501,1.1858303140715933,0.04753243958085443,-7.58367417920231,9.762778221044077e-14,6.638689190309972e-12,True,True,False
long_form,B2_tfidf_ridge,20,ens,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06757841330483748,5.288226000397474,0.17759220122400834,-9.597350832650042,1.1358362919906413e-20,7.72368678553636e-19,True,True,False
long_form,B3_lm_linear,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11770386001001883,-0.22090145237417086,0.576651667307435,-1.4896574156683038,0.13671294168504622,1.0,False,False,False
long_form,B3_lm_linear,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11586831367815796,0.04069814786655499,0.5484765378096325,-2.0886830540854544,0.037055425955435185,0.9634410748413148,True,False,False
long_form,B3_lm_linear,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.1204087819180376,0.4030148028717848,0.6299267327833555,-2.3446814696051423,0.019289752453984826,0.4629540588956358,True,False,False
long_form,B3_lm_linear,5,ens,fitted_pool,2026,,7550,792,0.11744442357261445,0.11770386001001883,-0.22090145237417086,0.576651667307435,-1.4896574156683038,0.13671294168504622,1.0,False,False,False
long_form,B3_lm_linear,5,ens,eqw_pool,2026,,7550,792,0.1159154891353265,0.11586831367815796,0.04069814786655499,0.5484765378096325,-2.0886830540854544,0.037055425955435185,0.9634410748413148,True,False,False
