disc,model,h,n_test,n_days,orig_rel_impr_pct,orig_dm_q,orig_dmq_holm,orig_genuine,clu_dm_q,clu_p_q,qlike_R_vix,qlike_U_vix,rel_impr_pct_vix,g_text_vix,c_vix_ref,vix_dm_q,vix_p_q,vix_boot_dmean,vix_boot_lo,vix_boot_hi,vix_placebo_dm,clu_holm,vix_holm,survives_clustering,survives_vix
event_driven,B1_bow_ridge,5,25109,996,1.331417884609428,-7.425037323681767,4.8860201876344596e-12,True,-3.3493598952759274,0.0008403875716078867,0.12687246468719457,0.1254238573827769,1.1417822677199763,0.3132815389141315,0.2857457892505968,-1.378982250834109,0.16821012440098565,-0.0008307748923762461,-0.0019942206971572275,0.0003473969286068112,0.2294127372551969,0.013446201145726188,1.0,True,False
event_driven,B1_bow_ridge,10,25001,991,1.228718774588584,-6.013781741674704,5.6965479427314276e-08,True,-3.251877154995203,0.0011851708823301266,0.08706053608408236,0.08586041786723331,1.378487051458066,0.3126971332346276,0.22390577125832556,-1.7669287988993223,0.07754822616141625,-0.0008126940617681537,-0.001715441464973841,0.0001044905996890941,-0.07111601642458387,0.0177775632349519,0.6979340354527462,True,False
event_driven,B1_bow_ridge,20,24732,981,1.5311119888873268,-6.503969438273341,2.71053111109512e-09,True,-3.1035425378339445,0.0019670144723117375,0.06436333279461258,0.062468688662315995,2.9436700214740465,0.25839297057468247,0.010011693511572727,-5.331091071425199,1.2119210924260283e-07,-0.0016762782457811804,-0.002290709469940927,-0.0010676414451607629,0.5511092833758401,0.02542875896485176,3.999339605005893e-06,True,True
event_driven,B2_tfidf_ridge,5,25109,996,1.2074814852932854,-7.0468232020146075,7.037487607458686e-11,True,-2.7596725469958416,0.005892177336357857,0.12687246468719457,0.1256631293882001,0.9531897263729393,0.3537779429459626,0.2857457892505968,-0.8088912059016975,0.41877109790665124,-0.0004578005056287046,-0.0015692231572852298,0.0006250367711021275,0.3231537125973558,0.05892177336357857,1.0,False,False
event_driven,B2_tfidf_ridge,10,25001,991,1.3547084106734637,-7.208816387563901,2.2636710379048245e-11,True,-2.9654021943241298,0.0030953952689099042,0.08706053608408236,0.08565163264192349,1.6183032008878977,0.3277749970686885,0.22390577125832556,-1.8952491813812475,0.05835049167498711,-0.0008419909907029464,-0.001672705222975629,8.684579730981026e-05,0.3409376725496248,0.034049347958008944,0.6418554084248582,True,False
event_driven,B2_tfidf_ridge,20,24732,981,1.839723831694415,-8.222041279968158,9.650541927829548e-15,True,-3.10521136044431,0.001956058381911674,0.06436333279461258,0.0622038614820653,3.3551266206774764,0.2853828742148654,0.010011693511572727,-5.72451250356289,1.3783177951141873e-08,-0.0018430481927415815,-0.0024623571064853965,-0.0012260367467507767,0.5420553882853208,0.02542875896485176,4.824112282899655e-07,True,True
event_driven,B3_lm_linear,5,25109,996,0.2476552098957819,-4.822962301312632,3.272212604517153e-05,True,-2.4325521570843036,0.015168232162019343,0.12687246468719457,0.1264898552015566,0.30157015281551286,0.8920873187819411,0.2857457892505968,-2.226107738824578,0.026230293943313072,-0.0002870499431741018,-0.0005408067719237873,-3.066101068328838e-05,-0.2598254942720394,0.1365140894581741,0.367224115206383,False,False
event_driven,B3_lm_linear,10,25001,991,0.2001155233282068,-3.0349065413379637,0.0361286272130491,True,-1.2292901838320454,0.21925511308792897,0.08706053608408236,0.08680866977533916,0.2893002042853844,0.8952342200542762,0.22390577125832556,-1.5798908930445494,0.11445128361066638,-0.00022454230157550303,-0.0005202084215216955,3.7769596295826806e-05,-0.5381835134369867,1.0,0.915610268885331,False,False
event_driven,B4_lm_features,5,25109,996,0.1842237215472996,-3.945214726212784,0.0015189592141515,True,-0.9938862558503346,0.32051988123986275,0.12687246468719457,0.12664621461686523,0.17832874208533653,1.0433780113778384,0.2857457892505968,-0.5979589678077538,0.5500033842576755,-4.4585122598108336e-05,-0.00018463978975932554,0.00010049550751262433,0.5195826488009837,1.0,1.0,False,False
event_driven,B4_lm_features,10,25001,991,0.0820115707812811,-3.767231473045391,0.0029780372919006,True,-2.1037986518046754,0.035647763549077574,0.08706053608408236,0.08699644358729465,0.07361831166053226,0.3544384484959199,0.22390577125832556,-1.8787946635449364,0.06056616916489737,-3.8849660493609404e-05,-7.90882122585181e-05,1.4299789995690448e-06,-0.4739486722221898,0.2851821083926206,0.6418554084248582,False,False
event_driven,B4_lm_features,20,24732,981,0.2470349948307292,-3.1096163940183223,0.0300069148045172,True,-2.010255968836495,0.044677715606598396,0.06436333279461258,0.06413726189100225,0.3512417610998185,0.5774455909086815,0.010011693511572727,-2.721999834766587,0.006603933876213173,-0.0002352269133375006,-0.000426044672714354,-9.000702726020974e-05,0.3926918323203275,0.3127440092461888,0.13207867752426347,False,False
event_driven,C2_finbert_s1,10,25001,991,2.103684316886877,-14.18950381576595,9.913451208474033e-44,True,-5.518076327799122,4.376100899209823e-08,0.08706053608408236,0.08438195825282753,3.0766842839881914,0.28558692895974236,0.22390577125832556,-3.258797969111494,0.0011569380175412054,-0.0017899824539828655,-0.0028489139378826992,-0.0006098095736284609,-0.2907704343958522,1.3565912787550451e-06,0.02545263638590652,True,True
event_driven,C6_llmtext,5,25109,996,1.214090285102993,-9.858481216936076,3.8128088864685405e-21,True,-5.0439839407429865,5.416951736539056e-07,0.12687246468719457,0.1250411947265113,1.443394329256782,0.2980243583135036,0.2857457892505968,-5.383127472030408,9.131974664396571e-08,-0.0013898255071262704,-0.0018641600572145936,-0.0008655520597919245,0.48871593734562085,1.3000684167693735e-05,3.104871385894834e-06,True,True
event_driven,C6_llmtext,10,25001,991,0.9983330757402844,-7.983374238923317,6.680997830591123e-14,True,-3.7577488053090367,0.00018146916177945083,0.08706053608408236,0.08608264725606396,1.1232285855372668,0.3112182659228098,0.22390577125832556,-3.484337527556263,0.0005149642537439642,-0.0007245627598334817,-0.0011022699707118986,-0.00030689616762344293,0.34630617200434516,0.003266444912030115,0.01300064863055462,True,True
