disc,block,family,h,n_test,n_days,rel_har,dm_har,p_har,rel_firm,dm_firm,p_firm,g_text,p_har_holm,p_firm_holm,holm_family,probe_rel_har,fulltext_ens_rel_har,share_har_pct,probe_rel_firm,fulltext_ens_rel_firm,share_firm_pct,share_har_pct_vs_single,share_firm_pct_vs_single,denominator_well_identified,arm,qlike_R,qlike_U,rel_pct,dm_clu,p_raw,p_holm
event_driven,probe_m1,llama70_datefirm_probe,5,25109.0,996.0,0.07294092425920351,-1.6212696644335254,0.10527664038820059,0.0008316967914247897,0.4162099904220436,0.6773461079334566,0.27705472627556327,0.466509735569937,1.0,"probe block Holm(6): 3 horizons x {HAR, HAR+firmID} — within-block only (llm_contamination.py convention); DESCRIPTIVE, no prereg branch",,,,,,,,,,,,,,,,
event_driven,probe_m1,llama70_datefirm_probe,10,25001.0,991.0,0.08499367419564341,-1.5506562416315912,0.1213036856873706,0.0031300339934832314,0.3586034153644678,0.7199682476372978,0.2024930765252737,0.466509735569937,1.0,"probe block Holm(6): 3 horizons x {HAR, HAR+firmID} — within-block only (llm_contamination.py convention); DESCRIPTIVE, no prereg branch",,,,,,,,,,,,,,,,
event_driven,probe_m1,llama70_datefirm_probe,20,24732.0,981.0,0.2177904940843234,-3.544949033553537,0.00041124159451018,0.021813420973472837,-1.6798668352848525,0.0933019471139874,0.26499202600945027,0.00246744956706108,0.466509735569937,"probe block Holm(6): 3 horizons x {HAR, HAR+firmID} — within-block only (llm_contamination.py convention); DESCRIPTIVE, no prereg branch",,,,,,,,,,,,,,,,
event_driven,fulltext_anchor_committed,llama70_awq,5,25109.0,996.0,1.3912713171552404,-3.220235055350876,0.0013223456605036,0.8321161189542153,-2.580697694464581,0.0100023534387894,0.1602458892580191,0.0079340739630217,0.050011767193947,"single-seed Holm(6), committed crossfamily_llama70.csv",,,,,,,,,,,,,,,,
event_driven,fulltext_anchor_committed,llama70_awq,10,25001.0,991.0,1.168422792705211,-2.347928338533547,0.0190741901299496,0.6395290914792798,-1.9981293590332565,0.0459758050701814,0.1391132606902325,0.0762967605197984,0.1379274152105444,"single-seed Holm(6), committed crossfamily_llama70.csv",,,,,,,,,,,,,,,,
event_driven,fulltext_anchor_committed,llama70_awq,20,24732.0,981.0,0.7049194340085079,-0.8972694187983848,0.3697955396164125,0.3877550606217799,-1.3381712703374584,0.1811510105487078,0.1122217699887332,0.3697955396164125,0.3623020210974157,"single-seed Holm(6), committed crossfamily_llama70.csv",,,,,,,,,,,,,,,,
event_driven,fulltext_anchor_committed,llama70_awq_ens3,5,25109.0,996.0,1.3948850501519316,-3.224101726505589,0.0013048030212071,0.8350285686436495,-2.591003094329974,0.0097097174675041,0.1609108760970805,0.0078288181272429,0.0485485873375207,"ens Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B0)",,,,,,,,,,,,,,,,
event_driven,fulltext_anchor_committed,llama70_awq_ens3,10,25001.0,991.0,1.1627979631657726,-2.344462457203486,0.019251378830385,0.6369151599908537,-2.0010416452834754,0.0456605157441965,0.1397429022155622,0.0770055153215402,0.1369815472325895,"ens Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B0)",,,,,,,,,,,,,,,,
event_driven,fulltext_anchor_committed,llama70_awq_ens3,20,24732.0,981.0,0.6918361318465636,-0.881346457268261,0.3783464296150568,0.3825037998332453,-1.350214176989586,0.1772590305798388,0.1124682247456045,0.3783464296150568,0.3545180611596777,"ens Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B0)",,,,,,,,,,,,,,,,
event_driven,probe_share,,5,,,,,,,,,,,,,0.07294092425920351,1.3948850501519316,5.229170980881811,0.0008316967914247897,0.8350285686436495,0.09960099841562646,5.242753398262191,0.0999496070896989,True,,,,,,,
event_driven,probe_share,,10,,,,,,,,,,,,,0.08499367419564341,1.1627979631657726,7.309410309271964,0.0031300339934832314,0.6369151599908537,0.4914365664538712,7.274222543952632,0.48942792989185574,True,,,,,,,
event_driven,probe_share,,20,,,,,,,,,,,,,0.2177904940843234,0.6918361318465636,31.480069348651096,0.021813420973472837,0.3825037998332453,5.702798503696571,30.89579937466937,5.625567062488932,False,,,,,,,
event_driven,beyond_identity,,5,25109.0,996.0,,,,,,,0.15980992876101996,,,,,,,,,,,,,fulltext_ens_beyond_probe,0.12641802759561474,0.12468135924379664,1.3737505519175983,-3.174527570376544,0.0015468983710330575,0.004640695113099173
event_driven,beyond_identity,,10,25001.0,991.0,,,,,,,0.13900572482601903,,,,,,,,,,,,,fulltext_ens_beyond_probe,0.08820163976293262,0.08719927815188583,1.1364432835272973,-2.273018706648816,0.023238634237881774,0.04647726847576355
event_driven,beyond_identity,,20,24732.0,981.0,,,,,,,0.11194933840240207,,,,,,,,,,,,,fulltext_ens_beyond_probe,0.06439830936140636,0.06397780874031984,0.6529684168052462,-0.7536848822826198,0.451219497171432,0.451219497171432
