disc,model,h,n_periods,avg_names,sharpe_R,sharpe_U,sharpe_diff,sharpe_diff_lo,sharpe_diff_hi,sig_sharpe_diff,rvol_ann_R,rvol_ann_U,target_vol_R,target_vol_U,mean_ret_R,mean_ret_U,fko_fee_g2_ann,fko_fee_g10_ann
long_form,B2_tfidf_ridge,5,159,47.42767295597484,0.9450031522746105,0.9660679297783137,0.02106477750370317,-0.0356322462492283,0.08026996827912265,False,0.13475406096639939,0.1327694104989599,0.49396375970301115,0.4787702484576622,0.002526647071330406,0.0025449259829090735,0.0010974207851295326,0.0011616275297591282
long_form,B2_tfidf_ridge,10,77,92.85714285714286,0.20714413558079822,0.22282270142265678,0.01567856584185856,-0.010723937757495047,0.04802815818132743,False,0.1270056968693825,0.12561229200743526,0.2440050438414145,0.2404080207993041,0.001043987511581156,0.001110685326864616,0.0017966746646365327,0.0018388562060099823
long_form,B2_tfidf_ridge,20,39,181.35897435897436,-0.10406060113358062,-0.08897586907223055,0.015084732061350067,,,False,0.13161824989854515,0.1308652687170507,0.20073804541322288,0.19326169350267816,-0.0010870058892533685,-0.000924115159957982,0.0021165690375261723,0.0021398716458099942
long_form,C2_finbert_s1,5,159,47.42767295597484,0.9450031522746105,0.9407740838593885,-0.00422906841522197,-0.019821656746378487,0.012164507281372477,False,0.13475406096639939,0.13450678432764546,0.49396375970301115,0.49842636054091327,0.002526647071330406,0.0025107241428316074,-0.0007804240002644125,-0.0007723722017984435
long_form,C2_finbert_s1,10,77,92.85714285714286,0.20714413558079822,0.23500367458755814,0.027859539006759915,-0.02021867153782658,0.07674632952330324,False,0.1270056968693825,0.12446837095896045,0.2440050438414145,0.2370789646888083,0.001043987511581156,0.0011607351010032942,0.0031521132204466837,0.00322857563790075
long_form,C2_finbert_s1,20,39,181.35897435897436,-0.10406060113358062,-0.10352377989606047,0.0005368212375201492,,,False,0.13161824989854515,0.13162222434347265,0.20073804541322288,0.20034493977414924,-0.0010870058892533685,-0.0010814309668542503,6.990446554950846e-05,6.978111228350681e-05
long_form,C6_llmtext,5,159,47.42767295597484,0.9450031522746105,0.9620502056896989,0.017047053415088387,-0.017619219743853453,0.05308788732137216,False,0.13475406096639939,0.13412370464792792,0.49396375970301115,0.4896325135305538,0.002526647071330406,0.0025601932072302274,0.0017469608972432214,0.0017674572783743514
long_form,C6_llmtext,10,77,92.85714285714286,0.20714413558079822,0.20652892141022763,-0.0006152141705705882,-0.010812512759493345,0.015663041325019667,False,0.1270056968693825,0.12705405655963356,0.2440050438414145,0.24195346975601792,0.001043987511581156,0.0010412832246847292,-7.219307508599115e-05,-7.366539825209628e-05
long_form,C6_llmtext,20,39,181.35897435897436,-0.10406060113358062,-0.10410689613926237,-4.629500568174849e-05,,,False,0.13161824989854515,0.13161397569675498,0.20073804541322288,0.20138706492738956,-0.0010870058892533685,-0.00108745416653472,-5.2831387896468124e-06,-5.150486257328168e-06
event_driven,B2_tfidf_ridge,5,200,101.835,0.32927154550931004,0.335770169251108,0.0064986237417979376,-0.02226083144618868,0.03805438859783803,False,0.12492449861380069,0.12384786337871914,0.18427635348345908,0.18301712256782388,0.0008161524351297978,0.0008250876596837425,0.0005392162605310169,0.0005715605402133495
event_driven,B2_tfidf_ridge,10,100,174.63,0.12503342745522025,0.15068425825175316,0.02565083079653291,0.003554962204925505,0.04739561484895912,True,0.12043261353151363,0.1192806438594098,0.10934468969704952,0.1085885656035175,0.0005975437479061542,0.0007132426723709008,0.0030067760954148423,0.003039944238283567
event_driven,B2_tfidf_ridge,20,50,282.76,0.3402014593135152,0.35203299141376587,0.011831532100250675,-0.01193008580230969,0.04503221526802955,False,0.11322285369713134,0.11242226024810403,0.07572702991457823,0.07518801251356924,0.0030570301631273576,0.0031409797283045203,0.001116897275811768,0.0011384599120094973
event_driven,C2_finbert_s1,5,200,101.835,0.32927154550931004,0.3313696472701636,0.0020981017608535657,-0.028364947257503492,0.031358178175228145,False,0.12492449861380069,0.12381364514155396,0.18427635348345908,0.18530417473609975,0.0008161524351297978,0.0008140492840831337,-1.4305620436649845e-05,1.9062050726121882e-05
event_driven,C2_finbert_s1,10,100,174.63,0.12503342745522025,0.12132051759388322,-0.00371290986133703,-0.02811990564495418,0.020584317980705265,False,0.12043261353151363,0.11951738239911969,0.10934468969704952,0.10888359300737888,0.0005975437479061542,0.0005753932815129869,-0.0004856917382048964,-0.00045931384892421883
event_driven,C2_finbert_s1,20,50,282.76,0.3402014593135152,0.3351766254133538,-0.005024833900161396,-0.043240878236525525,0.060017348322205254,False,0.11322285369713134,0.11129091412011566,0.07572702991457823,0.07603996577408262,0.0030570301631273576,0.002960485161424423,-0.0010744874999700337,-0.0010227153291161816
event_driven,C6_llmtext,5,200,101.835,0.32927154550931004,0.3237914278973117,-0.0054801176119983475,-0.024396943400709085,0.011979416345040598,False,0.12492449861380069,0.12544597874198538,0.18427635348345908,0.1846677271585517,0.0008161524351297978,0.0008059192972389534,-0.000559077207267844,-0.0005748442139236508
event_driven,C6_llmtext,10,100,174.63,0.12503342745522025,0.11781273634863332,-0.007220691106586935,-0.019897756009007755,0.0062450643831848075,False,0.12043261353151363,0.1208174601986203,0.10934468969704952,0.10908979976860103,0.0005975437479061542,0.0005648347454242679,-0.0008549176997625806,-0.0008660695312422816
event_driven,C6_llmtext,20,50,282.76,0.3402014593135152,0.34416532418049867,0.003963864866983469,-0.0032147158613410358,0.0139376221688334,False,0.11322285369713134,0.11346990645488511,0.07572702991457823,0.07523506644700718,0.0030570301631273576,0.003099397392045745,0.0005154947237190677,0.0005088098221671355
