disc,model,h,n_test,n_seeds,seeds,n_days,firm_val_coverage,firm_val_coverage_test_obs,qlike_Rfirm,qlike_Ufirm,rel_impr_pct_firm,g_text_firm,dm_q_clustered,p_q_clustered,boot_lo,boot_hi,rel_impr_pct_A2only_sameRows,rel_impr_firmMeanOnly_vs_fR,dm_firmMeanOnly_vs_fR,p_firmMeanOnly_vs_fR,firm_beats_fR,holm_p,adds_raw,adds_holm,hurts_raw,hurts_holm,verdict,n_test_s26,rel_impr_pct_firm_s26,dm_q_clustered_s26,p_q_clustered_s26,holm_p_s26,text_survives_firm_s26,text_survives_firm_holm_s26,rel_impr_firmMeanOnly_vs_fR_s26,firm_beats_fR_s26
long_form,B1_bow_ridge,5,7550,1,2026,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12085342975748092,-0.13846094021214841,-0.007692493794306951,2.577260531090889,0.010138707775586564,1.9713912433761287e-05,0.0001525608555455731,1.7538407362108308,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,0.19263544773614472,False,False,True,False,null,7550,-0.1384609402121484,2.577260531090889,0.0101387077755865,0.2636064021652506,False,False,0.1734419529497081,True
long_form,B1_bow_ridge,10,7167,1,2026,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08710115865941839,-2.7204936922898173,-0.10558163404256794,1.5442329990067878,0.1229454455828611,-0.0003704076189319511,0.001928149143213502,1.226132735036362,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,1.0,False,False,False,False,null,7167,-2.7204936922898173,1.5442329990067878,0.1229454455828611,1.0,False,False,1.7002821735772329,True
long_form,B1_bow_ridge,20,7097,1,2026,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07576560581457244,-4.984587316943238,-0.14454655811513725,4.2774053810582195,2.130699922492937e-05,0.0010416976472083794,0.002942821947237565,2.3924409997183202,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,0.001044042962021539,False,False,True,True,text HURTS,7097,-4.984587316943238,4.2774053810582195,2.130699922492937e-05,0.0010866569604713,False,False,-1.390609815930442,True
long_form,B2_tfidf_ridge,5,7550,1,2026,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12142824960417706,-0.6147533787598136,-0.03971274519881407,4.190516371471096,3.096922349164898e-05,0.0002513245709430249,0.0006697599793369698,3.388957978886247,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,0.0014865227275991512,False,False,True,True,text HURTS,7550,-0.6147533787598136,4.190516371471096,3.096922349164898e-05,0.0015174919510908,False,False,0.1734419529497081,True
long_form,B2_tfidf_ridge,10,7167,1,2026,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08809467328432134,-3.892169412007764,-0.1730985952932001,7.022506519527929,4.816848945947461e-12,0.0017822814328096533,0.0031578525879055954,3.63011634245507,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,3.2272887937847986e-10,False,False,True,True,text HURTS,7167,-3.892169412007764,7.022506519527929,4.816848945947461e-12,3.227288793784798e-10,False,False,1.7002821735772329,True
long_form,B2_tfidf_ridge,20,7097,1,2026,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07800636173450227,-8.089490036358773,-0.2592826237703912,8.148036436520531,1.5077881703534382e-15,0.0032658989713956407,0.005288539104347961,5.270194317971579,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,1.025295955840338e-13,False,False,True,True,text HURTS,7097,-8.089490036358773,8.148036436520531,1.5077881703534382e-15,1.025295955840338e-13,False,False,-1.390609815930442,True
long_form,B3_lm_linear,5,7550,1,2026,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12043605791118978,0.20737098537938167,0.1551644586069048,-1.8072493807800871,0.07110322490409808,-0.0007142397914380063,2.8242251306452277e-05,0.4030148028717848,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,0.9243419237532751,False,False,False,False,null,7550,0.2073709853793816,-1.8072493807800871,0.071103224904098,1.0,False,False,0.1734419529497081,True
long_form,B3_lm_linear,10,7167,1,2026,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08457342017394552,0.26052916835955614,0.07586186729171054,-3.6299390954490334,0.0003023557110340466,-0.00035884615813056687,-0.00011398258492088764,1.615677247031277,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,0.011637319468429537,True,True,False,False,text adds,7167,0.2605291683595561,-3.629939095449034,0.000302355711034,0.0120942284413618,True,True,1.7002821735772329,True
long_form,B3_lm_linear,20,7097,1,2026,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07218050219415124,-0.016889638928940735,-0.0023943901319894824,3.465776861660725,0.0005582210182061665,3.1997623155069056e-06,1.0934035736598047e-05,3.260741643643174,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,0.018979514619009662,False,False,True,True,text HURTS,7097,-0.0168896389289407,3.465776861660725,0.0005582210182061,0.0200959566554219,False,False,-1.390609815930442,True
long_form,B4_lm_features,5,7550,1,2026,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12085398805353667,-0.13892354113198738,-0.19895660309228227,-1.4120615526624298,0.15832511027020024,-0.0004421190100205081,3.9432354657533394e-05,0.12806693892273205,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,1.0,False,False,False,False,null,7550,-0.1389235411319873,-1.4120615526624298,0.1583251102702002,1.0,False,False,0.1734419529497081,True
long_form,B4_lm_features,10,7167,1,2026,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08714082411442417,-2.7672721184718916,-0.5556892992617466,4.100921027127025,4.555838820125908e-05,0.0010905624008998266,0.0028000773349854003,-0.8890932004336901,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,0.0020501274690566586,False,False,True,True,text HURTS,7167,-2.7672721184718916,4.100921027127025,4.555838820125908e-05,0.0020501274690566,False,False,1.7002821735772329,True
long_form,B4_lm_features,20,7097,1,2026,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.0773159265168419,-7.132788699177395,-0.6475936297434571,4.62143730361703,4.472532797079435e-06,0.0015751625741569739,0.0038914795530403104,-2.3887051684911382,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,0.00023257170544813062,False,False,True,True,text HURTS,7097,-7.132788699177395,4.62143730361703,4.472532797079435e-06,0.0002504618366364,False,False,-1.390609815930442,True
long_form,C1_bert_s1,5,7550,3,2026+2027+2028,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.11902606958314577,1.375679252652616,0.24600011056854632,-1.2136597962230828,0.22523992266642312,-0.0017424952747344016,0.0004292410403447203,3.38121172897428,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,1.0,False,False,False,False,null,7550,-0.3503516511579339,1.0662620751014311,0.2866305257433084,1.0,False,False,0.1734419529497081,True
long_form,C1_bert_s1,10,7167,3,2026+2027+2028,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.0888227666863648,-4.7508274926016805,-0.5707991543262166,3.398628218324335,0.0007123059028059578,0.0015384250383596804,0.00563724522976425,-1.0512514143579332,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,0.02208148298698469,False,False,True,True,text HURTS,7167,-6.059560296290867,3.2621548366967374,0.0011547244849794,0.039260632489301,False,False,1.7002821735772329,True
long_form,C1_bert_s1,20,7097,3,2026+2027+2028,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07685042711025665,-6.487769596231946,-0.38533431934436474,6.287414110846445,5.425958502059031e-10,0.002742955345945529,0.005218279413522883,2.1423518609122842,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,3.47261344131778e-08,False,False,True,True,text HURTS,7097,-5.7961895701674,5.924558040495467,4.7345384972382565e-09,3.030104638232484e-07,False,False,-1.390609815930442,True
long_form,C2_finbert_s1,5,7550,3,2026+2027+2028,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12100937863781165,-0.26767929084569136,-0.04781011594071118,3.3235703420730074,0.0009296032914028409,7.743369308949856e-05,0.00030386592904745676,1.8281492101950365,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,0.027296694281811966,False,False,True,True,text HURTS,7550,-0.1819328687341162,1.8921781079886255,0.0588322071257946,1.0,False,False,0.1734419529497081,True
long_form,C2_finbert_s1,10,7167,3,2026+2027+2028,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08749077354655041,-3.179975910116078,-0.19350764963861644,4.9005707248331385,1.1669656216494885e-06,0.0012724919295572323,0.0029278619196832487,2.414865731223347,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,6.418310919072187e-05,False,False,True,True,text HURTS,7167,-0.6045030636825292,4.092516038266525,4.720518230712602e-05,0.0020770280215135,False,False,1.7002821735772329,True
long_form,C2_finbert_s1,20,7097,3,2026+2027+2028,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07217896531567825,-0.014760063767369578,-0.23861609087549224,0.04487825611364158,0.9642160755123078,-0.001239530664681243,0.0013315101018071991,-0.5626109767977123,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,1.0,False,False,False,False,null,7097,-0.9235921207996672,0.170164539342715,0.8649257881960941,1.0,False,False,-1.390609815930442,True
long_form,C2_finbert_s2,5,7550,3,2026+2027+2028,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.1233366381460177,-2.1960332136751135,-0.3059387792690308,3.6328508181451458,0.00029839280688280864,0.000714515621056867,0.002261820865426974,1.0761374390416496,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True,0.011637319468429537,False,False,True,True,text HURTS,7550,-0.3070483213688739,2.439457205169151,0.0149281011167356,0.3732025279183903,False,False,0.1734419529497081,True
long_form,C2_finbert_s2,10,7167,3,2026+2027+2028,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08795849837758342,-3.731575065572988,-0.38594019222612447,5.249726995785849,1.9752538171935218e-07,0.0017030696506865634,0.0037799742795830513,0.21764862509041338,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True,1.185152290316113e-05,False,False,True,True,text HURTS,7167,-2.801994025366848,4.234773762213006,2.5662503745537355e-05,0.0012831251872768,False,False,1.7002821735772329,True
long_form,C2_finbert_s2,20,7097,3,2026+2027+2028,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07492175719541401,-3.815308749341781,-0.41410615325782174,3.330076097342302,0.0009098898093937323,0.0005972151269800848,0.002112322516617013,1.3778223436957657,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True,0.027296694281811966,False,False,True,True,text HURTS,7097,-4.990198698129876,0.8006680615629741,0.4235727456605223,1.0,False,False,-1.390609815930442,True
