arm,disc,model,h,n_test,n_days,rel_primary,dm_primary,p_primary,rel_firm,dm_firm,p_firm,placebo_primary,placebo_firm,firm_val_coverage_test_obs,holm_primary,adds_primary,adds2_primary,holm_firm,adds_firm,adds2_firm
committed_rows,long_form,B1_bow_ridge,5,7951,809,1.6453166106838513,-3.8343062389023617,0.00013571202045883706,0.01598106387758662,-2.562659368556741,0.010567505621770055,0.4266040577338936,0.2383425185485994,0.9147794994040525,0.005021344756976971,True,True,0.190215101191861,False,False
committed_rows,long_form,B1_bow_ridge,10,7933,803,1.4430793808168054,-4.147590932415848,3.718297815320041e-05,-2.092472979385517,2.831043236340502,0.0047557460317930195,0.38765373096048206,0.5853406955643615,0.9147794994040525,0.0014501361479748159,True,True,0.10462641269944643,False,False
committed_rows,long_form,B1_bow_ridge,20,7902,794,2.985526276905765,-5.446405777397292,6.860604581664596e-08,-3.180503268576755,4.301599691380996,1.907317348708389e-05,-0.2484406959784688,-0.22715062260122715,0.9147794994040525,3.636120428282236e-06,True,True,0.0009536586743541945,False,False
committed_rows,long_form,B2_tfidf_ridge,5,7951,809,3.330501426266574,-5.3907848396945806,9.213613664239364e-08,-0.3410346224543284,4.27016476474675,2.1854251333825738e-05,0.506719665329791,-0.16624663195357114,0.9147794994040525,4.79107910540447e-06,True,True,0.0010708583153574611,False,False
committed_rows,long_form,B2_tfidf_ridge,10,7933,803,3.4823316043619674,-8.892544328521357,3.9010050116223464e-18,-3.0417071969345337,7.258725446681711,9.241524001790798e-13,0.3282796972819004,0.05686657647797224,0.9147794994040525,2.613673357786972e-16,True,True,6.191821081199835e-11,False,False
committed_rows,long_form,B2_tfidf_ridge,20,7902,794,5.919859595466928,-9.041621963712096,1.1651051953360706e-18,-5.562565630913847,7.825710829092364,1.6130963874783506e-14,0.29793310268127354,-0.06268727437448467,0.9147794994040525,7.92271532828528e-17,True,True,1.0969055434852784e-12,False,False
committed_rows,long_form,B3_lm_linear,5,7951,809,0.4946605450340295,-2.5830289490558567,0.009968402319952076,0.23876081115711142,-1.8112773238207625,0.0704691515690186,0.5900481940650294,-0.36042544029997614,0.9147794994040525,0.18939964407908946,False,False,0.8456298188282232,False,False
committed_rows,long_form,B3_lm_linear,10,7933,803,1.7940860314836686,-4.615395517081609,4.566983311299588e-06,0.43271796410791824,-3.4169785999643887,0.0006650904788061702,0.2714877342525693,1.8140821794789859,0.9147794994040525,0.0001918132990745827,True,True,0.023943257237022127,True,True
committed_rows,long_form,B3_lm_linear,20,7902,794,3.484928689567958,-4.692887433316534,3.1725548463206937e-06,0.5693466546380932,-3.123042002883469,0.0018549606374723099,-1.258548949715229,-1.9798268882512364,0.9147794994040525,0.00013641985839178984,True,True,0.051936023857050755,False,False
committed_rows,long_form,B4_lm_features,5,7951,809,0.11279127264883793,1.0200943884710614,0.30798902639456677,-0.19363679148076074,-1.170548740658917,0.24212532691886043,0.4277248581897025,-0.5345929317976584,0.9147794994040525,1.0,False,False,1.0,False,False
committed_rows,long_form,B4_lm_features,10,7933,803,-0.9221600983274688,3.316927343956442,0.0009510986093541405,-2.826573085967413,3.694559938707155,0.0002352191264610595,-1.6878385951630523,-1.419828195884088,0.9147794994040525,0.027581859671270074,False,False,0.009341277425372548,False,False
committed_rows,long_form,B4_lm_features,20,7902,794,-1.9204741365980302,3.3821524016413718,0.0007544444710141259,-5.92078436472835,3.70298665913117,0.00022783603476518412,-3.171423918775082,-2.470548185325897,0.9147794994040525,0.024142223072452028,False,False,0.009341277425372548,False,False
committed_rows,long_form,C1_bert_s1,5,7951,809,3.41978848443536,-3.2502259330128367,0.0012008597355668963,1.3828691426557587,-1.074332472463734,0.28299441305654965,-0.03123687936734163,-0.43851453439149884,0.9147794994040525,0.03318478470524098,True,True,1.0,False,False
committed_rows,long_form,C1_bert_s1,10,7933,803,-0.8494885035577269,3.056213466134275,0.00231582706426525,-3.8549568405079144,3.122940076878664,0.0018548579948946698,-1.0194013345947337,0.6999679678687853,0.9147794994040525,0.053264022478100755,False,False,0.051936023857050755,False,False
committed_rows,long_form,C1_bert_s1,20,7902,794,2.701851217903836,-6.955445237851251,7.355029518655908e-12,-4.750849649266648,6.043933012288591,2.313093972092565e-09,0.39243038058211555,0.03077746580263252,0.9147794994040525,4.633668596753222e-10,True,True,1.457249202418316e-07,False,False
committed_rows,long_form,C2_finbert_s1,5,7951,809,1.8980797549290003,-4.532482283093538,6.7104297876138845e-06,-0.054091285785902825,3.137871677008494,0.0017635501949059705,-0.720653310164189,0.1695005395586667,0.9147794994040525,0.00027512762129216925,True,True,0.05188139832800628,False,False
committed_rows,long_form,C2_finbert_s1,10,7933,803,2.6161039084762314,-6.669434417352348,4.781189702646662e-11,-2.363455290683403,5.190501091986394,2.659773292197986e-07,0.8003029958466528,0.03702153152105261,0.9147794994040525,2.916525718614464e-09,True,True,1.4854820719151301e-05,False,False
committed_rows,long_form,C2_finbert_s1,20,7902,794,-0.5895801147381107,-0.39977499803738775,0.6894299013301555,0.10465486746589396,-0.0026529220249599233,0.9978839441709177,0.7822164516734533,0.3365104833094138,0.9147794994040525,1.0,False,False,1.0,False,False
committed_rows,long_form,C2_finbert_s2,5,7951,809,1.2071218028091961,-5.56870288633476,3.494670095982985e-08,-1.8061672023558204,3.7536825947414805,0.0001867356926706269,0.21441901159239754,-0.13583538136629297,0.9147794994040525,1.9220685527906418e-06,True,True,0.00784289909216633,False,False
committed_rows,long_form,C2_finbert_s2,10,7933,803,0.4842468050173637,-7.585267080065677,9.19651163526313e-14,-2.8447325099786207,5.357014387454384,1.1062243339793992e-07,0.5226880645508314,0.2739065317121722,0.9147794994040525,5.885767446568403e-12,True,True,6.416101137080515e-06,False,False
committed_rows,long_form,C2_finbert_s2,20,7902,794,1.6781408721298132,-4.891023450517069,1.2148422170957623e-06,-2.7492413900528065,3.3685735774578536,0.0007920481357370124,-0.3934266214230228,-0.11362775624248156,0.9147794994040525,5.588274198640507e-05,True,True,0.027721684750795433,False,False
committed_rows,long_form,C2_finbert_s3,5,7951,809,2.9004903654007546,-5.355613060086335,1.1123696892977889e-07,-0.5253702368269754,4.095729619655058,4.632199835515886e-05,0.38367172729971627,0.36901176560435983,0.9147794994040525,5.673085415418723e-06,True,True,0.002177133922692466,False,False
committed_rows,long_form,C2_finbert_s3,10,7933,803,2.3130529887471543,-5.2594283525717636,1.8552525339307176e-07,-0.5750320605246692,3.885392379411359,0.00011059456666774957,0.5518197487919622,0.43656986760353444,0.9147794994040525,9.276262669653588e-06,True,True,0.004755566366713231,False,False
committed_rows,long_form,C2_finbert_s3,20,7902,794,-3.8589881553887757,1.6763462370959927,0.0940645444196448,0.7476828140976646,-1.637613746538725,0.10189900971105471,1.0550858726756125,-1.0129533250861817,0.9147794994040525,0.9875218999550648,False,False,1.0,False,False
