disc,model,h,n_seeds,n_test,n_days,vol_qlike_R,vol_qlike_U,vol_rel_impr_pct,vol_dm_q_clu,vol_dmq_holm_clu,var_qlike_raw,var_qlike_R,var_qlike_U,var_rel_impr_pct,var_dm_q_clu,var_p_q_clu,var_dmq_holm_clu,var_placebo_dm_clu,var_boot_lo_daily,var_boot_hi_daily,genuine_ens_vol,genuine_ens_var,convention_dependent
long_form,B1_bow_ridge,5,1,7951,809,0.12086879176314268,0.11888011745513084,1.6453166106838288,-3.8343062389023346,0.0050213447569775116,0.5564483863244479,0.5108919256273659,0.5048760525755177,1.1775236111748606,-1.4169609051758114,0.15687980292071824,1.0,0.11455932859569037,-0.00843362645233977,0.0013897690265929703,True,False,True
long_form,B1_bow_ridge,10,1,7933,803,0.08729339051016716,0.08603367759089903,1.4430793808168212,-4.14759093241594,0.0014501361479742404,0.46177717342123126,0.38627319878223637,0.3794696285321523,1.761336347314015,-1.897544906117726,0.05811496360633967,1.0,0.7070729506559704,-0.006052084212178816,0.00014872806005323722,True,False,True
long_form,B1_bow_ridge,20,1,7902,794,0.07008297694567736,0.06799063125332619,2.9855262769060005,-5.446405777397618,3.636120428275812e-06,0.29702680560350897,0.26465678600283427,0.2569784904336226,2.9012275427275274,-3.1528903025454817,0.0016774857979738578,0.06709943191895432,-0.06701253554705837,-0.008902067136527778,-0.002057668980492675,True,False,True
long_form,B2_tfidf_ridge,5,1,7951,809,0.12086879176314268,0.11684325492956003,3.3305014262665753,-5.3907848396946605,4.791079105402414e-06,0.5564483863244479,0.5108919256273659,0.4976112881724788,2.5995003617602057,-2.2158478270666127,0.026979900280726617,0.6744975070181655,0.10099799648463334,-0.01464592309138007,-0.0006275150632590865,True,False,True
long_form,B2_tfidf_ridge,10,1,7933,803,0.08729339051016716,0.08425354518391244,3.4823316043620314,-8.89254432852136,2.613673357786865e-16,0.46177717342123126,0.38627319878223637,0.3762160553167392,2.6036348100782827,-6.319115721003326,4.3596735473644924e-10,2.83378780578692e-08,-0.015512222863106061,-0.013927135205317357,-0.007666165318059597,True,True,False
long_form,B2_tfidf_ridge,20,1,7902,794,0.07008297694567736,0.06593416311016972,5.9198595954670425,-9.041621963712146,7.922715328281996e-17,0.29702680560350897,0.26465678600283427,0.25029459529618203,5.426723011175095,-7.951929741708541,6.316232135739461e-15,4.2950378523028335e-13,0.0483604127820775,-0.016999620083057308,-0.010481329004974742,True,True,False
long_form,B3_lm_linear,5,1,7951,809,0.12086879176314268,0.12027090153903107,0.49466054503402973,-2.583028949055883,0.18939964407907517,0.5564483863244479,0.5108919256273659,0.515410862464077,-0.8845191340931738,-0.2825388912309886,0.7776026893882828,1.0,-0.8129756863018806,-0.009706768387011481,0.007360155995662664,False,False,False
long_form,B3_lm_linear,10,1,7933,803,0.08729339051016716,0.08572727198461577,1.7940860314836526,-4.615395517081547,0.00019181329907463874,0.46177717342123126,0.38627319878223637,0.3810513136260158,1.3518631819870164,-2.308389405965023,0.02123101408400015,0.5520063661840039,-0.1599756000152776,-0.012361104715076933,-0.0015540786188706819,True,False,True
long_form,B3_lm_linear,20,1,7902,794,0.07008297694567736,0.06764063517559431,3.484928689567737,-4.69288743331623,0.00013641985839198668,0.29702680560350897,0.26465678600283427,0.25723565331686965,2.804059097840454,-3.3509009456615555,0.0008436008000972645,0.0379620360043769,-1.0563049231785344,-0.010021562382866467,-0.002734068619251855,True,True,False
long_form,B4_lm_features,5,1,7951,809,0.12086879176314268,0.12073246231467775,0.11279127264883795,1.020094388471287,1.0,0.5564483863244479,0.5108919256273659,0.5114680475395578,-0.1127678640613572,1.5606053614907602,0.11900845752599319,1.0,-1.601665455820935,-0.00013828148645013072,0.0020591457939656585,False,False,False
