disc,model,h,quarter,quarter_idx,scheme,rel_impr_pct,dm_stat,dm_p,ci_lo,ci_hi,n
long_form,B2_tfidf_ridge,5,2022Q1,0,fixed,-4.125934690507346,3.5671612108813933,0.0003955949615725268,-0.007524749170675593,-0.0022384782068733105,501
long_form,B2_tfidf_ridge,5,2022Q1,0,expanding,-34.383538882912404,8.508097642627478,2.067235860798245e-16,-0.0735896698198861,-0.04657322438397368,501
long_form,B2_tfidf_ridge,5,2022Q2,1,fixed,-0.462763151805254,0.30649662457036664,0.7593567416689951,-0.004313794280201376,0.0028155728165740646,491
long_form,B2_tfidf_ridge,5,2022Q2,1,expanding,-28.706635297724258,6.596567948722667,1.0929976575676571e-10,-0.06962285070315613,-0.0393664137023324,491
long_form,B2_tfidf_ridge,5,2022Q3,2,fixed,5.773601988629739,-4.964564892388661,9.533185799224827e-07,0.0028277516660439052,0.0065123905926343624,489
long_form,B2_tfidf_ridge,5,2022Q3,2,expanding,-1.3496249247910348,0.30038640042443115,0.764010358190875,-0.008545357601522936,0.006103357018078372,489
long_form,B2_tfidf_ridge,5,2022Q4,3,fixed,2.46258969707075,-1.8291050322021116,0.06798531319963073,-4.0050984566281786e-05,0.006637137402724937,496
long_form,B2_tfidf_ridge,5,2022Q4,3,expanding,-11.223671768129043,2.4362758735874595,0.015190949524366172,-0.03421592452650954,-0.004402496880247167,496
long_form,B2_tfidf_ridge,5,2023Q1,4,fixed,4.6886223028595,-5.056383433884736,6.011019795091513e-07,0.003028790780070572,0.006757247602670139,500
long_form,B2_tfidf_ridge,5,2023Q1,4,expanding,0.29042377791908025,-0.08399252642578249,0.9330960584469563,-0.00681402919017031,0.006913075844348582,500
long_form,B2_tfidf_ridge,5,2023Q2,5,fixed,4.583453905981296,-4.15372507988212,3.85296352886825e-05,0.002494245565333555,0.006651907368362712,496
long_form,B2_tfidf_ridge,5,2023Q2,5,expanding,-0.18313896040825772,0.04709145652545357,0.9624593292181993,-0.007693431641128203,0.007316452413382131,496
long_form,B2_tfidf_ridge,5,2023Q3,6,fixed,2.7271637595785005,-2.9150975981761187,0.0037189144096463215,0.0010045025746343087,0.004928105815212502,490
long_form,B2_tfidf_ridge,5,2023Q3,6,expanding,3.0046176874563444,-0.8932020722278577,0.3721883261496768,-0.003792913393688331,0.009460215578377127,490
long_form,B2_tfidf_ridge,5,2023Q4,7,fixed,3.5002030670396036,-2.676647060994846,0.007683003769026679,0.0011380953787650946,0.0073326556739945785,496
long_form,B2_tfidf_ridge,5,2023Q4,7,expanding,1.6927667871852214,-0.369753634146789,0.7117242006385089,-0.009158420421657244,0.013522872287007718,496
long_form,B2_tfidf_ridge,5,2024Q1,8,fixed,4.249788773915304,-4.569377346238449,6.1786336407928e-06,0.0031566979930112904,0.00794382915120609,498
long_form,B2_tfidf_ridge,5,2024Q1,8,expanding,2.9246959104480594,-0.834716740445642,0.4042782586818839,-0.0049948805025137825,0.011553344210759611,498
long_form,B2_tfidf_ridge,5,2024Q2,9,fixed,4.82644799742866,-5.378535890309379,1.1561521918908185e-07,0.0034905848791230033,0.0073871529889013385,500
long_form,B2_tfidf_ridge,5,2024Q2,9,expanding,5.861800224956889,-1.7998131154526469,0.07249406090034961,-0.0005385630516004649,0.012576405224648663,500
long_form,B2_tfidf_ridge,5,2024Q3,10,fixed,1.4594316162244194,-1.3968706502377088,0.16308348500855768,-0.0007209138362567621,0.004168804610113968,492
long_form,B2_tfidf_ridge,5,2024Q3,10,expanding,-6.910530967980628,2.030798079782127,0.04281378173230396,-0.019688414370602928,-0.0007309569414603394,492
long_form,B2_tfidf_ridge,5,2024Q4,11,fixed,4.745382738558554,-4.48454357470052,9.07554837557076e-06,0.005157054416772639,0.012791560792736701,500
long_form,B2_tfidf_ridge,5,2024Q4,11,expanding,12.307024556064166,-3.8424851032389746,0.00013751121601646924,0.013966171677174535,0.04146377895269093,500
long_form,B2_tfidf_ridge,5,2025Q1,12,fixed,3.968297230976053,-3.352141017520225,0.0008623984477610285,0.001866707054492465,0.007196693508774495,503
long_form,B2_tfidf_ridge,5,2025Q1,12,expanding,-6.108334077161535,1.4082688604070932,0.15967047205583504,-0.019425881209780824,0.0029763596355493554,503
long_form,B2_tfidf_ridge,5,2025Q2,13,fixed,5.124860764303271,-4.008668828876725,7.031311536668654e-05,0.003832198434216255,0.010948860922586512,504
long_form,B2_tfidf_ridge,5,2025Q2,13,expanding,-6.322569949255453,1.0765032006526698,0.2822183099713775,-0.023954902474994256,0.005406970600845644,504
long_form,B2_tfidf_ridge,5,2025Q3,14,fixed,5.71513493049628,-5.491630156994406,6.387843825003162e-08,0.004374887698516659,0.008985940113972553,494
long_form,B2_tfidf_ridge,5,2025Q3,14,expanding,9.767607537361345,-2.721826160370072,0.006722029483030559,0.003342835588577593,0.019856685333065716,494
long_form,B2_tfidf_ridge,5,2025Q4,15,fixed,4.191117001901285,-4.277391886044999,2.266204598586341e-05,0.0026256736471779317,0.006965547228615817,501
long_form,B2_tfidf_ridge,5,2025Q4,15,expanding,7.446314765930176,-2.339334386949795,0.019710902572479445,0.0014941161408124294,0.01681803899268377,501
long_form,B2_tfidf_ridge,10,2022Q1,0,fixed,-1.4769461289913184,1.533178887484638,0.12586425367451995,-0.0029389025140949725,0.00017635059646117665,501
long_form,B2_tfidf_ridge,10,2022Q1,0,expanding,-32.01043964873213,7.553074336130664,2.036795211079657e-13,-0.05899157524243316,-0.03636771462944395,501
long_form,B2_tfidf_ridge,10,2022Q2,1,fixed,1.427199127880243,-1.003277803435277,0.3162220230181582,-0.0011140931684775882,0.0030869122699263784,491
long_form,B2_tfidf_ridge,10,2022Q2,1,expanding,-34.37708256685719,7.292994406531725,1.2265909842205654e-12,-0.05666420109625197,-0.032631995626534446,491
long_form,B2_tfidf_ridge,10,2022Q3,2,fixed,5.881150559571327,-6.810420826757045,2.876874862787062e-11,0.002755967736744068,0.004828909244892902,488
long_form,B2_tfidf_ridge,10,2022Q3,2,expanding,6.166993591048125,-1.435279502266678,0.1518493845214179,-0.0010110291351955727,0.008208890813377187,488
long_form,B2_tfidf_ridge,10,2022Q4,3,fixed,3.1816821463454046,-2.8477314150739885,0.004586297945952573,0.0009572281797940003,0.004524139219581476,496
long_form,B2_tfidf_ridge,10,2022Q4,3,expanding,-15.84719991283376,3.245118691207128,0.0012534563849665294,-0.029905242927275557,-0.007639959153604506,496
long_form,B2_tfidf_ridge,10,2023Q1,4,fixed,2.0523099675233065,-3.0000406912836652,0.002834393352998299,0.0006848017954309397,0.0037190094476315626,500
long_form,B2_tfidf_ridge,10,2023Q1,4,expanding,-5.0512604861383155,1.2856379706563863,0.19916574288192843,-0.016333239744773444,0.002258694906197537,500
long_form,B2_tfidf_ridge,10,2023Q2,5,fixed,4.714291816190623,-5.807579294992139,1.1345872516957965e-08,0.0024433382972002607,0.0048108285236956195,496
long_form,B2_tfidf_ridge,10,2023Q2,5,expanding,3.050003806902493,-0.7847748402878579,0.43296100764653045,-0.0030605426849138894,0.007317698407563637,496
long_form,B2_tfidf_ridge,10,2023Q3,6,fixed,1.6960027419627155,-2.3381318580209833,0.019782611258012346,0.0002524894493353736,0.002455961333705416,490
long_form,B2_tfidf_ridge,10,2023Q3,6,expanding,2.572436455825965,-0.6379945264684983,0.5237758837508486,-0.002990409075545303,0.006095815630874647,490
long_form,B2_tfidf_ridge,10,2023Q4,7,fixed,2.960746953292164,-3.2403501436472646,0.0012741619353680725,0.0009156366752971832,0.0035946619578520124,496
long_form,B2_tfidf_ridge,10,2023Q4,7,expanding,0.9205718980123095,-0.20725344499136586,0.8358971619021015,-0.005851996400560344,0.007149295568422942,496
long_form,B2_tfidf_ridge,10,2024Q1,8,fixed,3.5846034481797133,-5.645013158022888,2.7799260474593685e-08,0.0023872779196400305,0.004895163603345673,498
long_form,B2_tfidf_ridge,10,2024Q1,8,expanding,5.872744634457525,-1.759338706427568,0.07913525109253097,-0.000795217451022078,0.01015336224681313,498
long_form,B2_tfidf_ridge,10,2024Q2,9,fixed,4.070601467254493,-6.702464505849027,5.553304741958816e-11,0.002635208023984277,0.004745261670840864,500
long_form,B2_tfidf_ridge,10,2024Q2,9,expanding,10.301609162173225,-3.549880911097899,0.000421875719028709,0.00338078508593066,0.010886094997556852,500
long_form,B2_tfidf_ridge,10,2024Q3,10,fixed,4.043498126856567,-4.813757956286458,1.9750824809826373e-06,0.0021076009865543463,0.004812023067871941,492
long_form,B2_tfidf_ridge,10,2024Q3,10,expanding,5.00902412409653,-1.3882030433627524,0.16570474342899694,-0.0019028240883771565,0.010804989690209427,492
long_form,B2_tfidf_ridge,10,2024Q4,11,fixed,4.914767877138573,-6.304644910193542,6.36327560312504e-10,0.004094207027363597,0.0075679207989998755,500
long_form,B2_tfidf_ridge,10,2024Q4,11,expanding,15.385857695920809,-5.232745449766121,2.463638598364623e-07,0.014530187217763238,0.0307978239846905,500
long_form,B2_tfidf_ridge,10,2025Q1,12,fixed,3.484263724259169,-3.6927333283903607,0.0002461850050870213,0.0014806405438798549,0.004352115183564788,503
long_form,B2_tfidf_ridge,10,2025Q1,12,expanding,-7.772769387393143,1.75892808788012,0.07919893264053239,-0.01794162843936896,-0.0001687494665552711,503
long_form,B2_tfidf_ridge,10,2025Q2,13,fixed,6.010099604284537,-6.1621011122855665,1.4725201488063573e-09,0.0043697119507018255,0.008117482763944951,504
long_form,B2_tfidf_ridge,10,2025Q2,13,expanding,-2.683082289660449,0.4172813944743754,0.6766506365832503,-0.011520690473521686,0.007162812480128398,504
long_form,B2_tfidf_ridge,10,2025Q3,14,fixed,4.873311234057184,-6.308842685838209,6.262582728142424e-10,0.0027868928167194495,0.005181415222237237,494
long_form,B2_tfidf_ridge,10,2025Q3,14,expanding,13.755878828385498,-3.5571915118490685,0.0004110433628886014,0.004821093363667925,0.015319591348040763,494
long_form,B2_tfidf_ridge,10,2025Q4,15,fixed,4.23936967626468,-4.702676176955417,3.3558551503930026e-06,0.0018678610357458533,0.004528552318907854,484
long_form,B2_tfidf_ridge,10,2025Q4,15,expanding,11.316365378777734,-2.9345015337231537,0.003499896717380545,0.0032431286719336485,0.014427909458510647,484
long_form,B2_tfidf_ridge,20,2022Q1,0,fixed,3.225238878317254,-2.4033581227165994,0.016609160584484632,0.0004122016806745664,0.0031631920522675956,500
long_form,B2_tfidf_ridge,20,2022Q1,0,expanding,-29.825366298227316,6.986798404101123,9.038865504464966e-12,-0.04024604000507713,-0.02311138583340932,500
long_form,B2_tfidf_ridge,20,2022Q2,1,fixed,5.284161158775175,-2.2078331708602716,0.027718384999758323,0.0004451027180820447,0.0047946449172246676,491
long_form,B2_tfidf_ridge,20,2022Q2,1,expanding,-40.21908069746203,6.407052127073756,3.4862981826004816e-10,-0.04672812257961583,-0.02538232764133735,491
