disc,model,h,n_test,n_days_test,genuine,real_rel_pct,real_dm_clustered,real_p_clustered,grid_rel_pct,sanity_match,wd_placebo_rel_pct_mean,wd_placebo_dm_clustered_mean,wd_placebo_p_clustered_mean,datemean_rel_pct,datemean_dm_clustered,datemean_p_clustered,frac_regime_timing,frac_cross_sectional,wd_placebo_survival,verdict
long_form,B1_bow_ridge,5,7951,809,True,1.6453166106838288,-3.8343062389023346,0.00013571202045885167,1.6453166106838288,True,-0.06879414615592047,1.5342538268778705,0.012774295231609972,0.18451504399694293,-2.6673875522886212,0.0077973627171084095,0.11214561549965421,0.8878543845003458,0.0,cross-sectional
long_form,B1_bow_ridge,10,7933,803,True,1.4430793808168212,-4.14759093241594,3.718297815318565e-05,1.4430793808168212,True,-0.7813134388113597,3.2405402400139494,0.0024266730608895944,-3.6151879324405836,5.437352772560291,7.182515778622995e-08,0.0,1.0,0.0,cross-sectional
long_form,B1_bow_ridge,20,7902,794,True,2.9855262769060005,-5.446405777397618,6.860604581652476e-08,2.9855262769060005,True,-1.6144557838762181,5.726030245081356,5.3328664577070894e-08,-8.162898478424903,7.975742661266575,5.2848457504814574e-15,0.0,1.0,0.0,cross-sectional
long_form,B2_tfidf_ridge,5,7951,809,True,3.3305014262665753,-5.3907848396946605,9.213613664235412e-08,3.3305014262665753,True,-0.03439851586355146,-0.27874645164045075,0.002163838347557882,-0.4945944615200384,4.337270663067842,1.6251241718818244e-05,0.0,1.0,0.0,cross-sectional
long_form,B2_tfidf_ridge,10,7933,803,True,3.4823316043620314,-8.89254432852136,3.901005011622187e-18,3.4823316043620314,True,-0.6356456785480479,5.746653010107443,1.2773947190186122e-07,-6.2352928158026035,8.220323996038653,8.134720992571724e-16,0.0,1.0,0.0,cross-sectional
long_form,B2_tfidf_ridge,20,7902,794,False,5.9198595954670425,-9.041621963712146,1.1651051953355876e-18,5.9198595954670425,True,-2.167822420554329,7.136203433439329,2.4126129988053635e-11,-21.609503330176583,9.400556573645448,5.666272242689392e-20,0.0,1.0,0.0,n/a (not genuine)
long_form,B3_lm_linear,5,7951,809,False,0.49466054503402973,-2.583028949055883,0.009968402319951325,0.4946605450340297,True,-0.1289802209640705,-2.3247467507742683,0.09753553787508805,-0.35350998319822463,-0.6291786860191327,0.5294099214743669,0.0,1.0,0.0,n/a (not genuine)
long_form,B3_lm_linear,10,7933,803,True,1.7940860314836526,-4.615395517081547,4.566983311300923e-06,1.7940860314836526,True,0.0678473149707949,-2.095368662115216,0.000645339327110262,0.9097960673474371,-3.7884580413540103,0.00016292259779075014,0.5071083835344643,0.4928916164655357,0.037817202620259685,regime-timing
long_form,B3_lm_linear,20,7902,794,True,3.484928689567737,-4.69288743331623,3.1725548463252715e-06,3.484928689567737,True,-0.30396750962822056,3.247977638897514,1.507278618724445e-05,-2.082085971913794,6.17563111232786,1.0518534964129957e-09,0.0,1.0,0.0,cross-sectional
long_form,B4_lm_features,5,7951,809,False,0.11279127264883795,1.020094388471287,0.30798902639445963,0.1127912726488379,True,-0.1415403869283734,-0.6416725265211565,0.37528462744020274,-1.4195549937522898,1.356588623808849,0.1752908606829085,0.0,1.0,0.0,n/a (not genuine)
long_form,B4_lm_features,10,7933,803,False,-0.9221600983274052,3.316927343955919,0.000951098609355897,-0.9221600983274052,True,-1.809307269079579,2.775999758799042,0.018422475525312516,-12.336466894777102,6.610020498884145,7.005828287301375e-11,,,,n/a (not genuine)
long_form,B4_lm_features,20,7902,794,False,-1.9204741365980287,3.3821524016415694,0.0007544444710135919,-1.920474136598029,True,-5.5778467911808125,3.6614051497987616,0.0005566814851986244,-43.61015868473533,9.995492374559747,3.091218100802093e-22,,,,n/a (not genuine)
long_form,C1_bert_s1,5,7951,809,False,0.11848154642710779,-2.028838568980639,0.04280217882904985,0.1184815464271077,True,-0.07751792100780672,-1.0281645019455594,0.31779291877443,-0.3111513223788244,-0.7653722549271527,0.44427340839780255,0.0,1.0,0.0,n/a (not genuine)
long_form,C1_bert_s1,10,7933,803,False,-1.2823173171873985,2.3498440692856333,0.019022808121699108,-1.2823173171873985,True,-0.28703598668313923,1.2350733686137567,0.2263776095753225,-4.678479579344183,4.19696429325111,3.00758689537508e-05,,,,n/a (not genuine)
long_form,C1_bert_s1,20,7902,794,True,2.950124040620903,-7.4229470317387145,2.9567026738272123e-13,2.950124040620903,True,-1.969158147240325,5.976893440930756,2.5888679454307224e-07,-12.599480616149993,7.565945931043549,1.0683053771528066e-13,0.0,1.0,0.0,cross-sectional
long_form,C2_finbert_s1,5,7951,809,True,0.5621361399397723,-0.8396190744222708,0.4013703528123994,0.5621361399397723,True,-0.0858133210214548,0.09589641092164239,0.6530824315423703,-0.91121708257855,1.263641845391563,0.20672306510215857,0.0,1.0,0.0,cross-sectional
long_form,C2_finbert_s1,10,7933,803,True,4.55810848141576,-6.460996408212488,1.8031652598861882e-10,4.55810848141576,True,0.009883310276091498,-2.586404371986993,1.45605388211138e-05,0.035701073104317,-4.7995178349334,1.8969968831479163e-06,0.00783243164349352,0.9921675683565064,0.0021682920264815015,cross-sectional
long_form,C2_finbert_s1,20,7902,794,False,-0.08374310429343669,0.8841219752212075,0.3768983403218427,-0.0837431042934366,True,-0.07681788921609019,-0.9782600233958807,0.38498969231341734,-1.828163389110657,3.131845137267131,0.0018008994146364494,,,,n/a (not genuine)
long_form,C2_finbert_s2,5,7951,809,True,1.733647133918385,-4.2962369040736474,1.948766305402503e-05,1.733647133918385,True,-0.03155661667845097,-0.8106814860660136,0.11933171828678524,0.0666042283398629,-1.6585382873485786,0.09759697267321596,0.03841856109975748,0.9615814389002425,0.0,cross-sectional
long_form,C2_finbert_s2,10,7933,803,True,0.24353230058839478,-6.579401721905555,8.520627599981128e-11,0.2435323005883947,True,-0.5619853102713371,4.109230732329448,7.376822141014558e-05,-3.1431113079252326,6.326227428688727,4.1726273017469747e-10,0.0,1.0,0.0,cross-sectional
long_form,C2_finbert_s2,20,7902,794,False,-5.189522358036292,-0.05823072953822928,0.9535795134121821,-5.189522358036292,True,-4.469401459612895,-0.46812888379002204,0.656354497623688,-17.08859347679747,4.218258081266832,2.7461186660794203e-05,,,,n/a (not genuine)
long_form,C2_finbert_s3,5,7951,809,True,2.386963439261433,-5.4303547142255555,7.4442690765391e-08,2.386963439261433,True,-0.026171496972544846,0.7792257690992577,0.0478803063494924,-0.10192146433855338,2.9759870974086295,0.0030075724888614474,0.0,1.0,0.0,cross-sectional
long_form,C2_finbert_s3,10,7933,803,True,3.0309953748126643,-5.128760390344209,3.6597071824543425e-07,3.0309953748126643,True,-0.13465027254926162,3.547906817574546,0.0005170206231115595,-0.9104495014372367,4.322678239868638,1.73534765519745e-05,0.0,1.0,0.0,cross-sectional
long_form,C2_finbert_s3,20,7902,794,False,-0.7577394756180948,-1.7673385475664474,0.07755610356914963,-0.7577394756180948,True,1.6588370034498436,0.8762647722049486,0.38945824721712174,5.996847239879004,2.7560628512520444,0.005984470710490696,,,,n/a (not genuine)
long_form,C2_finbert_s4,5,7951,809,False,-1.0912473387564317,3.357892869769075,0.0008221378383747867,-1.0912473387564317,True,-1.3975269626010807,2.0558525674644472,0.07772668106179992,-3.9335160553975106,4.2195125266362625,2.7257584129206813e-05,,,,n/a (not genuine)
long_form,C2_finbert_s4,10,7933,803,True,2.280783498232488,-6.023678698585973,2.595676147445874e-09,2.280783498232488,True,-0.4878994886641889,4.49576212105004,1.8457190411233133e-05,-1.7303411117290446,5.336365683803625,1.234977006932334e-07,0.0,1.0,0.0,cross-sectional
long_form,C2_finbert_s4,20,7902,794,True,3.453562065421156,-8.82202362045027,7.075779844579832e-18,3.453562065421156,True,-2.1918471636975405,6.57098190428408,2.8600521266969297e-09,-15.342231810766968,8.094608866033282,2.1562911110056556e-15,0.0,1.0,0.0,cross-sectional
long_form,C3_roberta_s1,5,7951,809,True,0.6742480435965201,-5.366971802192466,1.0468311722840327e-07,0.6742480435965201,True,-0.6080885024798892,3.6002290466116564,0.000512473530164203,-2.170965756948435,5.333708362814529,1.2501711981222968e-07,0.0,1.0,0.0,cross-sectional
