disc,model,h,n_test,n_days,firm_val_coverage,firm_val_coverage_test_obs,qlike_Rfirm,qlike_Ufirm,rel_impr_pct_firm,g_text_firm,dm_q_clustered,p_q_clustered,cw_t,cw_p,boot_lo,boot_hi,text_survives_firm,rel_impr_pct_A2only_sameRows,holm_p,text_survives_firm_holm,rel_impr_firmMeanOnly_vs_fR,dm_firmMeanOnly_vs_fR,p_firmMeanOnly_vs_fR,firm_beats_fR
long_form,B1_bow_ridge,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12085342975748092,-0.13846094021214841,-0.007692493794306951,2.577260531090889,0.010138707775586564,-7.993960433947533,0.9999999999999992,1.9713912433761287e-05,0.0001525608555455731,False,1.7538407362108308,0.26360640216525066,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,B1_bow_ridge,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08710115865941839,-2.7204936922898173,-0.10558163404256794,1.5442329990067878,0.1229454455828611,-8.294229437682642,0.9999999999999999,-0.0003704076189319511,0.001928149143213502,False,1.226132735036362,1.0,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,B1_bow_ridge,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07576560581457244,-4.984587316943238,-0.14454655811513725,4.2774053810582195,2.130699922492937e-05,-11.166203340093645,1.0,0.0010416976472083794,0.002942821947237565,False,2.3924409997183202,0.0010866569604713978,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,B2_tfidf_ridge,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12142824960417706,-0.6147533787598136,-0.03971274519881407,4.190516371471096,3.096922349164898e-05,-11.3020660732899,1.0,0.0002513245709430249,0.0006697599793369698,False,3.388957978886247,0.0015174919510908002,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,B2_tfidf_ridge,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08809467328432134,-3.892169412007764,-0.1730985952932001,7.022506519527929,4.816848945947461e-12,-11.86496411765498,1.0,0.0017822814328096533,0.0031578525879055954,False,3.63011634245507,3.2272887937847986e-10,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,B2_tfidf_ridge,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07800636173450227,-8.089490036358773,-0.2592826237703912,8.148036436520531,1.5077881703534382e-15,-14.283760527158346,1.0,0.0032658989713956407,0.005288539104347961,False,5.270194317971579,1.025295955840338e-13,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,B3_lm_linear,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12043605791118978,0.20737098537938167,0.1551644586069048,-1.8072493807800871,0.07110322490409808,6.060276707224228,7.120808191874419e-10,-0.0007142397914380063,2.8242251306452277e-05,False,0.4030148028717848,1.0,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,B3_lm_linear,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08457342017394552,0.26052916835955614,0.07586186729171054,-3.6299390954490334,0.0003023557110340466,8.355723933170246,3.868767609862276e-17,-0.00035884615813056687,-0.00011398258492088764,True,1.615677247031277,0.012094228441361864,True,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,B3_lm_linear,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07218050219415124,-0.016889638928940735,-0.0023943901319894824,3.465776861660725,0.0005582210182061665,-11.804874628218672,1.0,3.1997623155069056e-06,1.0934035736598047e-05,False,3.260741643643174,0.020095956655421996,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,B4_lm_features,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12085398805353667,-0.13892354113198738,-0.19895660309228227,-1.4120615526624298,0.15832511027020024,-3.74006434531413,0.9999073323491035,-0.0004421190100205081,3.9432354657533394e-05,False,0.12806693892273205,1.0,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,B4_lm_features,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08714082411442417,-2.7672721184718916,-0.5556892992617466,4.100921027127025,4.555838820125908e-05,-6.801193811150502,0.9999999999943942,0.0010905624008998266,0.0028000773349854003,False,-0.8890932004336901,0.0020501274690566586,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,B4_lm_features,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.0773159265168419,-7.132788699177395,-0.6475936297434571,4.62143730361703,4.472532797079435e-06,-11.552782986177503,1.0,0.0015751625741569739,0.0038914795530403104,False,-2.3887051684911382,0.0002504618366364484,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C1_bert_s1,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.1211091528723672,-0.3503516511579339,0.3327586292850145,1.0662620751014313,0.2866305257433084,2.4081802000330144,0.008028042939996633,-0.0003509811432084501,0.0013795349120238113,False,0.09257994174025044,1.0,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,C1_bert_s1,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08993249795302316,-6.059560296290867,-0.4344176563155404,3.2621548366967374,0.0011547244849794416,3.4147855647412215,0.0003209314899770108,0.0018263439699335755,0.007265249402230615,False,-1.5252696480717234,0.03926063248930101,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,C1_bert_s1,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.0763513254708336,-5.7961895701674,-0.26993962953349926,5.924558040495467,4.7345384972382565e-09,-8.77904443267462,1.0,0.002015626442446904,0.003950920174380134,False,2.407086767256322,3.030104638232484e-07,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C2_finbert_s1,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.1209058944310012,-0.18193286873411624,-0.03079127483693651,1.8921781079886257,0.05883220712579468,-2.016394885333894,0.9781029762253959,-2.5492669924797057e-06,0.00023492691954399557,False,0.4858715370349623,1.0,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,C2_finbert_s1,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.085306918495267,-0.6045030636825292,-0.03293710836109188,4.092516038266525,4.720518230712602e-05,-11.44849208821603,1.0,0.00018556287335202116,0.0005268420077619478,False,4.4131246184059325,0.0020770280215135447,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,C2_finbert_s1,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.0728348540813013,-0.9235921207996672,-1.063576357690709,0.170164539342715,0.8649257881960941,-2.365791786049379,0.9909908573777719,-0.00028546484231940767,0.00035335219838004874,False,-0.3272975397240942,1.0,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C2_finbert_s2,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12105689167446392,-0.3070483213688739,-0.0539889197809758,2.4394572051691514,0.014928101116735613,-7.245298488792916,0.999999999999763,3.362086840059375e-05,0.000332504021378736,False,1.675224808723949,0.3732025279183903,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,C2_finbert_s2,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08717026632417907,-2.801994025366848,-0.26086378210140687,4.234773762213006,2.5662503745537355e-05,-3.504434704595021,0.9997698132434678,0.0010393731873435087,0.0027889688334464535,False,0.005342795303344289,0.0012831251872768678,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,C2_finbert_s2,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07576965545372355,-4.990198698129876,-1.828703676065018,0.8006680615629741,0.42357274566052233,1.2963359839816455,0.09745095666861944,-0.0009519191585566039,0.0022691855452032293,False,-4.719177915992534,1.0,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C2_finbert_s3,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12208757473813782,-1.1610664151918055,-0.07805703792464593,4.026886766823743,6.196222525758465e-05,-7.248700728180098,0.9999999999997687,0.00045080793437359153,0.0012649219633148,False,2.3485822562931156,0.00266437568607614,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,C2_finbert_s3,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.0861168347214708,-1.559656770998391,-0.1425469302516582,2.6607321433981674,0.007960505929200532,-7.201978006974741,0.999999999999673,0.00018428483125760008,0.0011526602847703497,False,3.0236376754003986,0.22289416601761491,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,C2_finbert_s3,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07270409292132796,-0.7424029615592052,-0.2764629754279143,1.228740035217426,0.21954763218016382,2.936241570450497,0.0016664119956477672,-0.00047992820147822637,0.0024045781891708787,False,-0.6912635506219726,1.0,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C2_finbert_s4,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12228153296542037,-1.3217790933983082,-0.4155928655596168,3.973130700659339,7.741260999449503e-05,-2.0957739921680076,0.9819322685145384,0.0006856142830707348,0.0019393612207922746,False,-1.3008484436030003,0.0032513296197687913,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,C2_finbert_s4,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08754209453894565,-3.2404999921920807,-0.12330675575504066,4.323782040184055,1.736658808344475e-05,-10.188242748728848,1.0,0.0013904863318771649,0.00362131007259759,False,2.079315204378433,0.0009204291684225717,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,C2_finbert_s4,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07590318675629605,-5.175226304571473,-0.2142315228315344,6.5072344189952736,1.384495731965019e-10,-11.200552354849728,1.0,0.0022848310586220722,0.004179940925667515,False,3.038727275535751,9.137671830969126e-09,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C3_roberta_s1,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12377171671365537,-2.5565368273395177,-0.17658719496744124,3.8430175795996995,0.00013127645561596894,-6.035457879337548,0.9999999991699766,0.0011655734546872855,0.003540837871622698,False,0.7042426894396321,0.005382334680254727,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
long_form,C3_roberta_s1,10,7167,766,0.6287069988137604,0.9147794994040525,0.08479433414751607,0.08517618257652887,-0.45032304675982565,-0.07294581891450524,4.137534047461648,3.900073866512983e-05,-4.193459528558244,0.9999860979457458,0.00021601114045189957,0.0005759671977016068,False,1.802808077770718,0.001794033978595972,False,1.7002821735772327,-4.079676051722471,4.9830532087682944e-05,True
long_form,C3_roberta_s1,20,7097,765,0.6287069988137604,0.9147794994040525,0.07216831322662616,0.07257819178935115,-0.5679480985482853,-0.46327160288832325,0.43976365957962615,0.6602326591247061,-1.6284086267015097,0.9482586690366251,-0.00021133077990096686,0.0003181265426169092,False,-0.004078937278172328,1.0,False,-1.3906098159304419,-3.134625208878448,0.0017865621376260818,True
long_form,C4_longformer,5,7550,792,0.6287069988137604,0.9147794994040525,0.12068632633532952,0.12185184914177857,-0.9657455337654564,-0.12819171981101468,4.59043689573638,5.143198028551612e-06,-5.348050104524771,0.999999954243662,0.0006434978145781412,0.0016096300770730868,False,1.5754385281393286,0.00028287589157033864,False,0.1734419529497081,-2.2597499735426427,0.024108042486087708,True
