disc,model,h,n_test,n_days_test,genuine,swap_frac_test,real_rel_pct,swap_rel_pct,swap_dm_clustered,swap_p_clustered,retention_vs_real,wd_random_rel_pct,firmref_real_rel_pct,firmref_swap_rel_pct,firmref_swap_dm,firmref_swap_p,firmref_retention
long_form,B1_bow_ridge,5,7951,809,True,0.9395044648471891,1.6453166106838288,0.3256302616226369,-2.338590881343133,0.019599583594809903,0.19791343472020137,-0.0687941461559204,,,,,
long_form,B1_bow_ridge,10,7933,803,True,0.9398714231690407,1.4430793808168212,0.30789606453807017,-3.9369175072396962,8.970467628079476e-05,0.21336044893371897,-0.7813134388113597,,,,,
long_form,B1_bow_ridge,20,7902,794,True,0.9400151860288535,2.9855262769060005,0.9821892318171072,-5.189229873857997,2.6844641876759854e-07,0.3289836165284006,-1.614455783876218,,,,,
long_form,B2_tfidf_ridge,5,7951,809,True,0.9395044648471891,3.3305014262665753,0.6884849096543861,-2.815156420225085,0.004993980021837151,0.20672109737726904,-0.0343985158635514,,,,,
long_form,B2_tfidf_ridge,10,7933,803,True,0.9398714231690407,3.4823316043620314,1.1004820281085912,-6.433700913971131,2.1397688692883231e-10,0.3160187348987981,-0.6356456785480479,,,,,
long_form,B2_tfidf_ridge,20,7902,794,False,0.9400151860288535,5.9198595954670425,2.2136069748320537,-6.322207803603703,4.301214235901685e-10,0.3739289655665242,-2.167822420554329,,,,,
long_form,B3_lm_linear,5,7951,809,False,0.9395044648471891,0.49466054503402973,-0.01817129784144896,-1.88773469982651,0.059419692882993445,-0.03673488420265837,-0.1289802209640705,,,,,
long_form,B3_lm_linear,10,7933,803,True,0.9398714231690407,1.7940860314836526,0.8594035390979928,-3.1873408822915104,0.0014915292945523854,0.47902024987469144,0.0678473149707949,,,,,
long_form,B3_lm_linear,20,7902,794,True,0.9400151860288535,3.484928689567737,1.8947478419785098,-3.112485307868745,0.0019217589969211175,0.5436977369581499,-0.3039675096282205,,,,,
long_form,B4_lm_features,5,7951,809,False,0.9395044648471891,0.11279127264883795,-0.26048927594964355,0.035901840494339796,0.9713694957393662,-2.3094807765902736,-0.1415403869283734,,,,,
long_form,B4_lm_features,10,7933,803,False,0.9398714231690407,-0.9221600983274052,-0.8551341087211884,2.622505082634593,0.00889421454062769,,-1.809307269079579,,,,,
long_form,B4_lm_features,20,7902,794,False,0.9400151860288535,-1.9204741365980287,-2.0123916245571736,2.5922737346167,0.009709911210405075,,-5.5778467911808125,,,,,
long_form,C1_bert_s1,5,7951,809,False,0.9395044648471891,0.11848154642710779,0.03250943665151557,-1.4348110662365579,0.15172787821498995,0.2743839663800812,-0.0775179210078067,,,,,
long_form,C1_bert_s1,10,7933,803,False,0.9398714231690407,-1.2823173171873985,-0.6023809344829906,1.336523155855549,0.18175737373623793,,-0.2870359866831392,,,,,
