disc,model,h,n_seeds,b_n_test,b_n_test2,b_n_days,b_qlike_R,b_mde,b_placebo_dm,b_genuine,b_conj,b_primary_rel,b_primary_dm,b_primary_p,b_primary_holm,b_primary_detect,b_firm_rel,b_firm_dm,b_firm_p,b_firm_holm,b_firm_detect,b_pool_rel,b_pool_dm,b_pool_p,b_pool_holm,b_pool_detect,c_n_test,c_n_test2,c_n_days,c_qlike_R,c_mde,c_placebo_dm,c_genuine,c_conj,c_primary_rel,c_primary_dm,c_primary_p,c_primary_holm,c_primary_detect,c_firm_rel,c_firm_dm,c_firm_p,c_firm_holm,c_firm_detect,c_pool_rel,c_pool_dm,c_pool_p,c_pool_holm,c_pool_detect,a_n_test,a_qlike_R,a_rel,a_dm,a_holm,a_placebo_dm,a_genuine,a_primary_detect,a_firm_detect,a_pool_detect,a_conj,a_firm_rel,a_firm_dm,a_pool_rel,a_pool_dm,a_mde,b_i03_har_detect,b_i03_firm_detect,b_i03_pool_detect,b_i03_all3_detect,b_i05_har_detect,b_i05_firm_detect,b_i05_pool_detect,b_i05_all3_detect,b_i10_har_detect,b_i10_firm_detect,b_i10_pool_detect,b_i10_all3_detect,c_i03_har_detect,c_i03_firm_detect,c_i03_pool_detect,c_i03_all3_detect,c_i05_har_detect,c_i05_firm_detect,c_i05_pool_detect,c_i05_all3_detect,c_i10_har_detect,c_i10_firm_detect,c_i10_pool_detect,c_i10_all3_detect
event_driven,B1_bow_ridge,5,1,23878,22713,996,0.12379711354753986,0.7375997966686751,0.5859721785199719,True,False,1.414076550717572,-3.9099461435541323,9.857456731388137e-05,0.003450109855985848,True,0.38391146200975135,-3.941054179898218,8.679534656583774e-05,0.0033850185160676717,True,0.24563339802783407,-0.7356728150657312,0.4621032161270003,1.0,False,23874,22709,996,0.12352303212931895,0.7359532564859843,0.2007027937768723,True,False,1.4221268773181788,-3.9272246299922506,9.185733900082814e-05,0.0033987215430306412,True,0.3899860963195184,-3.996332371494514,6.907911535514179e-05,0.002901322844915955,True,0.260835643281253,-0.8092068440852719,0.4185896347602618,1.0,False,25109,0.1265103053816432,1.331417884609428,-3.3493598952759274,0.0252116271482366,0.5857072992244443,True,True,True,False,False,0.4614762928848334,-3.5003178750106065,0.3122559643525115,-0.8080254589143752,0.7951823375351177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B1_bow_ridge,10,1,23788,21706,991,0.08558081173657464,0.737844495672678,-0.06288664923671172,True,False,1.3560017907819168,-4.0064726972252345,6.624974175527243e-05,0.0023849907031898076,True,0.1234740525561055,-5.140439043610037,3.302024300156519e-07,1.8161133650860854e-05,True,-0.1457626224817857,1.269613735640285,0.20452061082891157,1.0,False,23784,21702,991,0.08539055344066682,0.7373054219213754,0.44264528008778753,True,False,1.360148573338921,-3.990077884509451,7.092168951415537e-05,0.0026950242015379043,True,0.12491402812446074,-5.208437967858463,2.316331897455135e-07,1.320309181549427e-05,True,-0.1233050894752425,1.1431380545546348,0.2532576327620445,1.0,False,25001,0.0882766693476687,1.228718774588584,-3.251877154995203,0.0331847847052435,0.0521468826955017,True,True,True,False,False,0.2503934385545798,-4.714815232314584,-0.1566523524011691,0.8062095219370352,0.8231055781428351,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
event_driven,B1_bow_ridge,20,1,23551,21247,981,0.06222246258861333,1.1772482095190928,-0.4174668890239891,True,False,1.6646630185600226,-3.33719136764226,0.0008781151443507673,0.02283099375311995,True,-0.23254695940040118,5.378974231188716,9.370006782505215e-08,5.434603933853025e-06,False,-0.3867293737885634,1.8957187299111191,0.05829123816024397,1.0,False,23547,21243,981,0.06216360505514015,1.1787001125384775,1.107318645213203,True,False,1.6751152122361193,-3.3402510495676543,0.0008686055739341501,0.024320956070156205,True,-0.23803358852624218,5.409875154482934,7.928022756162159e-08,4.598253198574052e-06,False,-0.34721028534839177,1.7551367574931414,0.07954835955466182,1.0,False,24732,0.0645388688828226,1.5311119888873268,-3.1035425378339445,0.0489014595477918,0.4536490840793202,True,True,False,False,False,-0.1929512232630929,5.504606871801213,-0.2666154547425453,0.9165284608971036,1.2221088864566452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B2_tfidf_ridge,5,1,23878,22713,996,0.12379711354753986,0.6531700062301931,0.5651139000013659,False,False,1.1428124472468524,-3.0154215256773598,0.002631366536450142,0.06052143033835327,False,0.2736102913998181,-3.0998883950717113,0.001990362237840885,0.055730142659544776,False,0.066566948819661,1.0366428837304948,0.30015418152327045,1.0,False,23874,22709,996,0.12352303212931895,0.6532526340774001,0.2116231878687551,False,False,1.1453477796194733,-3.000421454994128,0.0027632559530220667,0.06780976763572515,False,0.27770826727394543,-3.1262932708822415,0.0018216081727512941,0.05282663700978753,False,0.0785837855610666,0.9571682599778952,0.3387148382447019,1.0,False,25109,0.1265103053816432,1.2074814852932854,-2.7596725469958416,0.1237357240635149,0.3855199658783398,False,False,False,False,False,0.4435060552205759,-3.0628687169012365,0.1474650996193851,0.4915281209659707,0.7628337486013693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B2_tfidf_ridge,10,1,23788,21706,991,0.08558081173657464,0.7802267542439585,0.18601849572356,False,False,1.2877981878540756,-2.9613134750401113,0.0031364188537658325,0.06900121478284832,False,0.0990789276708125,-4.0128425956759255,6.451447231297992e-05,0.0027096078371451567,True,-0.14133829030300088,2.3641402712207946,0.018264204993714967,0.584454559798879,False,23784,21702,991,0.08539055344066682,0.7855012455836214,-0.04517499954765571,False,False,1.2827665557721346,-2.8750476114810715,0.004126195105234869,0.09077629231516711,False,0.10255181049298213,-4.026812054835876,6.085860838197853e-05,0.002616920160425077,True,-0.12835169390729328,2.284812848660513,0.022534632217481008,0.6985735987419113,False,25001,0.0882766693476687,1.3547084106734637,-2.9654021943241298,0.0680986959160178,0.3789265044485438,False,False,True,False,False,0.2812042843458857,-4.279509994508872,-0.0576037379135628,1.2196747326063002,0.868594127630703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B2_tfidf_ridge,20,1,23551,21247,981,0.06222246258861333,1.3938766405583458,0.31030879146102675,False,False,1.7938729363998112,-2.7596462633644916,0.005894280960177136,0.11199133824336557,False,-0.10784881380848697,4.3602327361338675,1.436541926465666e-05,0.0006608092861742063,False,-0.3617500727027271,2.0989980969949253,0.036072423995721505,1.0,False,23547,21243,981,0.06216360505514015,1.3996324206140625,0.8085236859518901,False,False,1.793088464746481,-2.7162056034483406,0.006719742360747502,0.13439484721495004,False,-0.10956829564288723,4.3574530379167085,1.4545493553113262e-05,0.0006836381969963233,False,-0.3312463208517873,2.0157956837992566,0.044093871770329356,1.0,False,24732,0.0645388688828226,1.839723831694415,-3.10521136044431,0.0489014595477918,0.4224457335219306,True,True,False,False,False,-0.0451100564968601,5.0766716391830045,-0.1273948128971892,0.928855906268381,1.364808600406916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,B3_lm_linear,5,1,23878,22713,996,0.12379711354753986,0.20098036615923595,0.9071612927548491,False,False,0.21471195784642408,-2.002748771207218,0.045475179944310634,0.7730780590532808,False,0.09674023809517908,-2.2210321805279203,0.026573271562305878,0.5048921596838116,False,0.11550542327097901,-1.1867699145696378,0.23560166095654667,1.0,False,23874,22709,996,0.12352303212931895,0.20168768357852002,0.6598324338827032,False,False,0.2168802505617348,-2.0077680801058233,0.04493790364953106,0.719006458392497,False,0.09782293257970225,-2.249064557872403,0.02472643911114916,0.469802343111834,False,0.11739537245715484,-1.2253016427487629,0.22075155264584542,1.0,False,25109,0.1265103053816432,0.2476552098957819,-2.4325521570843036,0.2730281789163482,0.0124067894178778,False,False,False,False,False,0.1104712123827451,-3.000336737869756,0.1607652035984077,-1.7723605939574307,0.2048918902429132,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True
event_driven,B3_lm_linear,10,1,23788,21706,991,0.08558081173657464,0.34125652764932396,1.3383241684244074,False,False,0.17837204159615982,-1.015406238432058,0.31016030801028055,1.0,False,0.08922496266150949,-1.2773188149002654,0.2017891835852667,1.0,False,0.04641044921604282,-0.005250147050055219,0.9958120656830561,1.0,False,23784,21702,991,0.08539055344066682,0.34263750816312144,-0.05311225511812978,False,False,0.17883546059387082,-0.9959772895073956,0.31950454819497226,1.0,False,0.0898501397438937,-1.2924082889409108,0.19651735679406349,1.0,False,0.04948800697639833,-0.04406136840677728,0.9648643716348849,1.0,False,25001,0.0882766693476687,0.2001155233282068,-1.2292901838320454,1.0,0.1629130330811448,False,False,False,False,False,0.1079528026898246,-1.9136186233308208,0.0873400993915986,-0.5133153866976421,0.3579025884326672,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True
event_driven,B3_lm_linear,20,1,23551,21247,981,0.06222246258861333,0.5659853883276399,0.20188738727813696,False,False,0.26880590863332327,-1.1956674725979795,0.23211558098462096,1.0,False,0.16110022823039177,-1.719205251540726,0.08589278114785218,1.0,False,0.07721433055469251,-0.2650702077531032,0.791011120304124,1.0,False,23547,21243,981,0.06216360505514015,0.5697065381726732,0.02053571815111501,False,False,0.26850703925020386,-1.176734647257933,0.23958716919039513,1.0,False,0.16112666571969392,-1.7125737666984375,0.0871073079106202,1.0,False,0.0799324200387577,-0.281704829425527,0.7782293244197217,1.0,False,24732,0.0645388688828226,0.2595112607503413,-1.1243340904426666,1.0,0.8379368210527648,False,False,False,False,False,0.1696191259451645,-2.1174258238559203,0.0940899972008299,-0.3424254993731628,0.5461921715486904,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
event_driven,B4_lm_features,5,1,23878,22713,996,0.12379711354753986,0.11430349986015721,-0.5495032081802382,False,False,0.09635459740312763,-0.3426520747665846,0.7319325925687847,1.0,False,0.12706869012492986,-0.6242189933594994,0.5326268656979289,1.0,False,0.09058798554749325,-0.7160785448899281,0.4741108703879674,1.0,False,23874,22709,996,0.12352303212931895,0.1183565490169299,-0.5427628509943515,False,False,0.10093185617311208,-0.3742806161064926,0.7082752983847511,1.0,False,0.13095923250416347,-0.6617412994351153,0.5082902484416052,1.0,False,0.09278882968096284,-0.728119756580454,0.46671159316843763,1.0,False,25109,0.1265103053816432,0.1842237215472996,-0.9938862558503346,1.0,0.4641330209604565,False,False,False,False,False,0.218061153708448,-1.55807790218455,0.1948934653110163,-1.298001897052862,0.1752810228925779,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
