disc,model,h,target_pct,kappa1,delta,delta_negative,converged,rel1_achieved,g1,g_firm,g_star,n_test,n_test2,n_days,mde_rel_pct,har_rel,har_dm,har_p,har_kappa,firm_rel,firm_dm,firm_p,firm_kappa,pool_rel,pool_dm,pool_p,pool_kappa,har_holm,firm_holm,pool_holm,har_detect,firm_detect,pool_detect,all3_detect,n_seeds,qR1,se_daily,har0_rel,har0_dm,har0_holm,har0_detect,firm0_rel,firm0_dm,firm0_holm,firm0_detect,pool0_rel,pool0_dm,pool0_holm,pool0_detect
long_form,B1_bow_ridge,5,0.3,-0.0078125,-0.07309309706654564,True,True,0.30435087350542767,0.10688423823233704,-0.007692493794306951,0.08971840266364949,7951,7550,809,1.1077234659105355,0.30435087350542767,-0.7324746146161714,0.4640913488596888,-0.0078125,-0.04572250046269262,-0.4949585202378007,0.6207668536269969,0.0005622681955910779,-0.27448907975157394,0.7023601667233309,0.4826612075138598,-0.006557795914549558,1.0,1.0,1.0,False,False,False,False,1,0.12086879176314268,0.00047817570332959715,1.6453166106838288,-3.8343062389023346,0.0050213447569775116,True,-0.13846094021214841,2.577260531090889,0.19263544773614472,False,0.8702402004086593,-2.4894682164675017,0.5199143710514876,False
long_form,B1_bow_ridge,5,0.5,-0.006640625000000001,-0.0621291325065638,True,True,0.5062909274864744,0.10688423823233704,-0.007692493794306951,0.08971840266364949,7951,7550,809,1.1077234659105355,0.5062909274864744,-1.1903251453682637,0.23426822291365595,-0.006640625000000001,-0.059629185599511074,-0.04786222676153721,0.9618381251335933,0.0004779279662524163,-0.10220028746648524,0.23813121802890766,0.8118409947116431,-0.005574126527367125,1.0,1.0,1.0,False,False,False,False,1,0.12086879176314268,0.00047817570332959715,1.6453166106838288,-3.8343062389023346,0.0050213447569775116,True,-0.13846094021214841,2.577260531090889,0.19263544773614472,False,0.8702402004086593,-2.4894682164675017,0.5199143710514876,False
long_form,B1_bow_ridge,5,1.0,-0.0037109375,-0.034719221106609174,True,True,1.0099123763706432,0.10688423823233704,-0.007692493794306951,0.08971840266364949,7951,7550,809,1.1077234659105355,1.0099123763706432,-2.349629067796135,0.019031923278481782,-0.0037109375,-0.0944021994192073,1.0940728872877186,0.27425606310369977,0.00026707739290576197,0.32762652465375497,-0.94822167451734,0.343306211025216,-0.00311495305941104,0.437734235405081,1.0,1.0,False,False,False,False,1,0.12086879176314268,0.00047817570332959715,1.6453166106838288,-3.8343062389023346,0.0050213447569775116,True,-0.13846094021214841,2.577260531090889,0.19263544773614472,False,0.8702402004086593,-2.4894682164675017,0.5199143710514876,False
long_form,B1_bow_ridge,10,0.3,-0.00703125,-0.12012904276011721,True,True,0.31797893801581273,0.058530808524301106,-0.10558163404256794,0.036611761712636526,7933,7167,803,0.8098215966030115,0.31797893801581273,-0.6325874704496244,0.5271833794797038,-0.00703125,-0.8073269474419733,-0.9212082486998707,0.3572321247434486,0.012683420630582691,-0.189753481589659,1.2951962815031581,0.19564324920648993,-0.004398135888300536,1.0,1.0,1.0,False,False,False,False,1,0.08729339051016716,0.00025247168884226333,1.4430793808168212,-4.14759093241594,0.0014501361479742404,True,-2.7204936922898173,1.5442329990067878,1.0,False,0.5055245411598753,-1.1633676149969525,1.0,False
long_form,B1_bow_ridge,10,0.5,-0.005859375,-0.100107535633431,True,True,0.5061533725381941,0.058530808524301106,-0.10558163404256794,0.036611761712636526,7933,7167,803,0.8098215966030115,0.5061533725381941,-1.1689198838112511,0.24278322696120627,-0.005859375,-1.1241042506578158,-0.5523465230439938,0.5808722968226054,0.010569517192152243,-0.07361956793261314,0.9293973453322943,0.35297636836616303,-0.0036651132402504456,1.0,1.0,1.0,False,False,False,False,1,0.08729339051016716,0.00025247168884226333,1.4430793808168212,-4.14759093241594,0.0014501361479742404,True,-2.7204936922898173,1.5442329990067878,1.0,False,0.5055245411598753,-1.1633676149969525,1.0,False
long_form,B1_bow_ridge,10,1.0,-0.0027343750000000003,-0.046716849962267805,True,True,1.0066650812340743,0.058530808524301106,-0.10558163404256794,0.036611761712636526,7933,7167,803,0.8098215966030115,1.0066650812340743,-2.6988249915167817,0.007104864191008536,-0.0027343750000000003,-1.9729158173583037,0.5117887621052637,0.6089465554171514,0.004932441356337714,0.2355735510734207,-0.13009609669721164,0.8965245981495857,-0.0017103861787835415,0.1776216047752134,1.0,1.0,False,False,False,False,1,0.08729339051016716,0.00025247168884226333,1.4430793808168212,-4.14759093241594,0.0014501361479742404,True,-2.7204936922898173,1.5442329990067878,1.0,False,0.5055245411598753,-1.1633676149969525,1.0,False
long_form,B1_bow_ridge,20,0.3,-0.02109375,-0.21421800570444607,True,True,0.30537602512187206,0.09846861346054536,-0.14454655811513725,0.10425029928935667,7902,7097,794,1.3756819215542182,0.30537602512187206,-0.43693567442384057,0.6622769500105484,-0.02109375,-1.5651995008381951,-0.6485422243800628,0.5168291881723837,0.03096447541086652,-1.092115691665332,2.1548043319447516,0.03148902314304878,-0.022332291207857617,1.0,1.0,1.0,False,False,False,False,1,0.07008297694567736,0.0003443281585459622,2.9855262769060005,-5.446405777397618,3.636120428275812e-06,True,-4.984587316943238,4.2774053810582195,0.001044042962021539,False,1.6075089729734726,-2.53254152467433,0.48396715288832387,False
long_form,B1_bow_ridge,20,0.5,-0.019531250000000003,-0.19835000528189453,True,True,0.5061267381410527,0.09846861346054536,-0.14454655811513725,0.10425029928935667,7902,7097,794,1.3756819215542182,0.5061267381410527,-0.7604303160262014,0.4472234378531362,-0.019531250000000003,-1.8139400797410616,-0.34459668850897157,0.7304924300676361,0.02867081056561715,-0.8897088170325529,1.8658750354328515,0.062441859024924856,-0.02067804741468298,1.0,1.0,1.0,False,False,False,False,1,0.07008297694567736,0.0003443281585459622,2.9855262769060005,-5.446405777397618,3.636120428275812e-06,True,-4.984587316943238,4.2774053810582195,0.001044042962021539,False,1.6075089729734726,-2.53254152467433,0.48396715288832387,False
long_form,B1_bow_ridge,20,1.0,-0.015625,-0.1586800042255156,True,True,1.0064456251099279,0.09846861346054536,-0.14454655811513725,0.10425029928935667,7902,7097,794,1.3756819215542182,1.0064456251099279,-1.6048706452256811,0.10892041843989166,-0.015625,-2.438965793673124,0.4573522802242011,0.6475478807551119,0.022936648452493713,-0.38539973633769564,1.1027196141843405,0.2704961789984734,-0.01654243793174638,1.0,1.0,1.0,False,False,False,False,1,0.07008297694567736,0.0003443281585459622,2.9855262769060005,-5.446405777397618,3.636120428275812e-06,True,-4.984587316943238,4.2774053810582195,0.001044042962021539,False,1.6075089729734726,-2.53254152467433,0.48396715288832387,False
long_form,B2_tfidf_ridge,5,0.3,-0.017578125,-0.0742219766455194,True,True,0.29796418141112196,0.23683180904696574,-0.03971274519881407,0.20990969852939378,7951,7550,809,1.672461278982603,0.29796418141112196,-0.6868372962209188,0.4923823323389796,-0.017578125,-0.12944111382399123,-0.7699056363170794,0.44158572997278034,0.0029475584466758403,-1.072675221142753,1.3344812947044764,0.18243018646385015,-0.015579912741916682,1.0,1.0,1.0,False,False,False,False,1,0.12086879176314268,0.0007219584787902412,3.3305014262665753,-5.3907848396946605,4.791079105402414e-06,True,-0.6147533787598136,4.190516371471096,0.0014865227275991512,False,1.6721243059592703,-3.578977270382337,0.02122556627617864,True
