disc,family,h,n_test,n_days,rel_har,dm_har,p_har,rel_firm,dm_firm,p_firm,g_text,p_har_holm,p_firm_holm,holm_family,qlike_vol,qlike_var,r2,pred_sd,n_unique_2dp,mode_val_2dp,mode_share_pct,qlike_var_metricsjson,metrics_sanity,parse_fail_rate,clipped_rate,flag
event_driven,qwen3_32b,5,25109,996,1.2140902851029831,-5.0439839407429234,5.416951736540807e-07,0.448071117825022,-5.259870537069428,1.7648661847955117e-07,0.263831543378711,2.166780694616323e-06,1.058919710877307e-06,"qwen3_32b Holm(6): 3 horizons x {HAR, HAR+firmID}, event_driven (computed HERE on the committed raw p's for the prereg B1 across-family rule; the committed crossfamily_llm.csv carries raw p only)",0.1967135199658339,1.1765972359306225,-0.1213632381063825,0.0322766952114669,10.0,0.22,49.3408737902744,1.1765972359306225,PASS,0.0,0.0,-
event_driven,qwen3_32b,10,25001,991,0.99833307574032,-3.757748805309225,0.0001814691617793,0.2527726804253586,-5.1626009604784535,2.943014477147498e-07,0.2805682658252092,0.0004720317827316,1.471507238573749e-06,"qwen3_32b Holm(6): 3 horizons x {HAR, HAR+firmID}, event_driven (computed HERE on the committed raw p's for the prereg B1 across-family rule; the committed crossfamily_llm.csv carries raw p only)",0.1913662730453558,1.2143930545452195,-0.2435855622811218,0.0242699382880383,19.0,0.2,50.329986800527976,1.2143930545452195,PASS,0.0,0.0,-
event_driven,qwen3_32b,20,24732,981,0.6582441286840165,-1.9823432496516544,0.0477197844998974,0.1958688162845859,-3.793967408638233,0.0001573439275772,0.2445258169731819,0.0477197844998974,0.0004720317827316,"qwen3_32b Holm(6): 3 horizons x {HAR, HAR+firmID}, event_driven (computed HERE on the committed raw p's for the prereg B1 across-family rule; the committed crossfamily_llm.csv carries raw p only)",0.209681607175451,1.31560033225767,-0.4757911531069438,0.0213983151907321,16.0,0.18,49.18324437975093,1.31560033225767,PASS,0.0,0.0,-
event_driven,llama70_awq,5,25109,996,1.3912713171552404,-3.2202350553508756,0.0013223456605036,0.8321161189542153,-2.580697694464581,0.0100023534387894,0.1602458892580191,0.0079340739630217,0.050011767193947,"single-seed Holm(6), committed crossfamily_llama70.csv",0.1993064987197858,1.122162622802762,-0.1122910575839086,0.0873051116679627,10.0,0.18,51.15297303755626,1.122162622802762,PASS,0.0,0.0,AWQ-INT4
event_driven,llama70_awq,10,25001,991,1.168422792705211,-2.347928338533547,0.0190741901299496,0.6395290914792798,-1.9981293590332565,0.0459758050701814,0.1391132606902325,0.0762967605197984,0.1379274152105444,"single-seed Holm(6), committed crossfamily_llama70.csv",0.2166440557828594,1.4032282333183124,-0.2150195053128718,0.0717557138912554,15.0,0.15,40.414383424663015,1.4032282333183124,PASS,0.0,0.0,AWQ-INT4
event_driven,llama70_awq,20,24732,981,0.7049194340085079,-0.8972694187983848,0.3697955396164125,0.3877550606217799,-1.3381712703374584,0.1811510105487078,0.1122217699887332,0.3697955396164125,0.3623020210974157,"single-seed Holm(6), committed crossfamily_llama70.csv",0.3067990384338329,2.100234070351454,-0.5453416935530331,0.0643430016281389,16.0,0.25,44.92560245835355,2.100234070351454,PASS,0.0,0.0,AWQ-INT4
event_driven,llama70_awq_ens3,5,25109,996,1.3948850501519316,-3.224101726505589,0.0013048030212071,0.8350285686436495,-2.591003094329974,0.0097097174675041,0.1609108760970805,0.0078288181272429,0.0485485873375207,"ens Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B0)",,,,,,,,,-,,,AWQ-INT4-ens3
event_driven,llama70_awq_ens3,10,25001,991,1.1627979631657726,-2.344462457203486,0.019251378830385,0.6369151599908537,-2.0010416452834754,0.0456605157441965,0.1397429022155622,0.0770055153215402,0.1369815472325895,"ens Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B0)",,,,,,,,,-,,,AWQ-INT4-ens3
event_driven,llama70_awq_ens3,20,24732,981,0.6918361318465636,-0.881346457268261,0.3783464296150568,0.3825037998332453,-1.350214176989586,0.1772590305798388,0.1124682247456045,0.3783464296150568,0.3545180611596777,"ens Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B0)",,,,,,,,,-,,,AWQ-INT4-ens3
event_driven,mistral24_bf16,5,25109,996,0.2739817523001381,-0.3555201054226051,0.7222753392715295,-0.1378245779972614,0.9256125268077653,0.3548718186213278,0.360131312221745,1.0,1.0,"mistral24_bf16 Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B1, own family)",0.17767238844365624,0.6908900091740661,-0.18556520187192538,0.06403547705209237,10.0,0.35,71.49229359990441,0.6908900091740661,PASS,0.0,0.0,bf16
