disc,model,h,ref_price_model,qlike_R,rel_impr_pct,g_text,dm_q_clustered,p_q_clustered,text_adds
long_form,B2_tfidf_ridge,5,A2_har_rv,0.12089601073739074,3.388957978886247,0.23927717302579768,-5.365269430450384,1.0623635120704915e-07,True
long_form,B2_tfidf_ridge,5,A6_shar,0.1209831496009451,3.5289179236389754,0.24866595426226026,-5.491359455434336,5.377228035162168e-08,True
long_form,B2_tfidf_ridge,5,A3_garch,0.11871357756208147,1.6586807048383219,0.14441185985144717,-4.667458659078065,3.5809400738450533e-06,True
long_form,B2_tfidf_ridge,5,A4_egarch,0.11435938778369764,1.0613066447178834,0.10188038056360992,-4.045507443912565,5.7329053812044027e-05,True
long_form,B2_tfidf_ridge,5,A5_arima,0.11918382650586508,3.2430931558302114,0.251216475416415,-4.580637238185383,5.383632346684945e-06,True
long_form,B2_tfidf_ridge,10,A2_har_rv,0.08626101480499217,3.63011634245507,0.16779639456631965,-8.716905081081826,1.7602692180320908e-17,True
long_form,B2_tfidf_ridge,10,A6_shar,0.08650428417809598,3.780835186139442,0.17430146055346438,-8.982407342513397,2.034379078287083e-18,True
long_form,B2_tfidf_ridge,10,A3_garch,0.0869970889897084,0.7570701417232117,0.0439910174675174,-7.082604876487858,3.2106041063567203e-12,True
long_form,B2_tfidf_ridge,10,A4_egarch,0.08180370687899544,-0.024690507853450335,-0.0015978718560937155,6.520018606920049,1.2762371298769138e-10,False
long_form,B2_tfidf_ridge,10,A5_arima,0.08360433454014628,3.134655996923,0.16064666389237067,-7.173453079771134,1.7293203915987035e-12,True
long_form,B2_tfidf_ridge,20,A2_har_rv,0.07117849804596708,5.270194317971579,0.17814821268328654,-9.320346136055697,1.2162962931589468e-19,True
long_form,B2_tfidf_ridge,20,A6_shar,0.07135164980134474,5.288226000397474,0.17759220122400834,-9.597350832650042,1.1358362919906413e-20,True
long_form,B2_tfidf_ridge,20,A3_garch,0.07404961145137948,2.2759447760772806,0.1012282029888581,-7.287231304959365,7.903041926454773e-13,True
long_form,B2_tfidf_ridge,20,A4_egarch,0.07058113670586605,1.9248348445156132,0.09895049125318237,-6.316728700001528,4.532928505787696e-10,True
long_form,B2_tfidf_ridge,20,A5_arima,0.06893816309905686,3.5272980850671583,0.1341763364569215,-7.334891907364073,5.672973402395467e-13,True
long_form,C2_finbert_s1,5,A2_har_rv,0.12089601073739074,0.4858715370349623,0.09383594000425503,-1.1611357393736839,0.24593698256269972,False
long_form,C2_finbert_s1,5,A6_shar,0.1209831496009451,0.5461922591557115,0.11025160515333482,-1.1558402019087108,0.24809552088804934,False
long_form,C2_finbert_s1,5,A3_garch,0.11871357756208147,-0.18828849581839155,-0.07004293229085616,0.39904708392813376,0.6899662185548056,False
long_form,C2_finbert_s1,5,A4_egarch,0.11435938778369764,-0.34076033798812977,-0.09892210199138772,0.6160197454296547,0.5380587089979778,False
long_form,C2_finbert_s1,5,A5_arima,0.11918382650586508,0.49301824160441704,0.11372028198331856,-0.3129383812027285,0.7544099663409312,False
long_form,C2_finbert_s1,10,A2_har_rv,0.08626101480499217,4.4131246184059325,0.22704578301944395,-5.912222964826319,5.083781368351722e-09,True
long_form,C2_finbert_s1,10,A6_shar,0.08650428417809598,4.492505661758531,0.23212532842608902,-6.081142786017499,1.883363338482488e-09,True
long_form,C2_finbert_s1,10,A3_garch,0.0869970889897084,1.6822043487141913,0.10610839879004055,-4.828156762994507,1.6644175605218223e-06,True
long_form,C2_finbert_s1,10,A4_egarch,0.08180370687899544,1.0354164653817546,0.07676273396750408,-4.102312055586387,4.52911639251493e-05,True
